,counts,index,id
872,4.0,87,258667857
873,0.0,10950,d2c9dd7d1
874,1.0,2567,fff6f2f61
875,4.0,1834,829ea64cc
876,4.0,6633,da840f8d4
877,3.0,5022,2e116036a
878,2.0,5810,588ac0ef1
879,1.0,14713,cb14d1ba1
880,0.0,2111,5be134946
881,8.0,7735,a77b63ee1
882,1.0,12192,807ba246d
883,5.0,7785,ae7f59170
884,4.0,10186,c7cfbc8e9
885,5.0,4531,3338e5ec6
886,5.0,4088,cf98480e0
887,3.0,4011,179462b6d
888,8.0,837,2d837689d
889,6.0,10605,2b3387bd7
890,1.0,14693,269db95d5
891,6.0,7294,0abff77fe
892,1.0,5074,abadb839a
893,5.0,5172,ebf5e5e77
894,1.0,13290,a6b5ed0f7
895,10.0,10390,c1ca516d7
896,1.0,3995,3d7d23a52
897,4.0,6518,a0e71d03a
898,2.0,13756,0d508e63a
899,3.0,649,0162634c2
900,5.0,4635,8f45b9967
901,10.0,8894,07cc0ce27
902,1.0,4643,a6610ebd3
903,2.0,5844,b1c66fa13
904,4.0,1850,2831bd2b0
905,1.0,7938,35bd82365
906,3.0,253,752491221
907,1.0,7638,cd067a495
908,2.0,10479,a7baf1366
909,4.0,12094,f87c02978
910,3.0,7104,b6c159277
911,5.0,5620,531f9b184
912,4.0,6193,40b31be60
913,4.0,14681,b8d96cdd0
914,5.0,13039,396a2773f
915,2.0,2028,9d3d3b938
916,0.0,14542,4645fcfae
917,1.0,11350,3ea3cf8d4
918,2.0,8004,86d02f6a8
919,6.0,10775,87e1b0c16
920,10.0,10725,a2fecc9a4
921,3.0,569,439f040ed
922,5.0,5693,8411ba490
923,3.0,1837,6f28d2ab3
924,3.0,2355,d2f216860
925,4.0,10765,36fd9e13d
926,1.0,10490,f8d16f3ef
927,5.0,8221,3edf44325
928,1.0,6013,bb19c3013
929,3.0,4316,dfc3301fb
930,4.0,10867,8de1c1ca1
931,9.0,2366,19904f24d
932,18.0,2084,5b72e14bf
933,3.0,2553,067d0ccd3
934,5.0,4218,9d82e4438
935,1.0,12513,e77b5a78f
936,2.0,4420,7ebdfc3b7
937,5.0,2612,cb0f41a00
938,4.0,11876,6fa5384b8
939,5.0,6114,2c8e65887
940,3.0,3994,b0278d962
941,1.0,2317,7a84326ff
942,5.0,12223,b8c1f4d0a
943,5.0,1595,ea1736eec
944,2.0,5077,e899d33d5
945,3.0,10637,e3749ff79
946,1.0,14031,e27adf529
947,6.0,5013,49c5dbda7
948,8.0,1596,1555b08c9
949,2.0,11015,0cbe33a44
950,2.0,4922,1303e86df
951,2.0,5017,095de41ba
952,4.0,7421,72e9e5442
953,1.0,5941,5183f369d
954,2.0,780,28c005011
955,6.0,13936,ad5692ee7
956,3.0,11536,f48b3cebb
957,2.0,5468,9296eb09d
958,5.0,10834,4e1033fe2
959,5.0,8333,2edce7d92
960,3.0,12123,4b0662306
961,1.0,13970,d2fa0b0df
962,1.0,11226,843738a2a
963,2.0,3810,d61dd6a6b
964,5.0,14330,60923a60d
965,3.0,11351,5f68fcd05
966,2.0,8373,1952397d3
967,2.0,3393,38063ee14
968,3.0,14620,66064ba80
969,1.0,7514,a4c903a3d
970,3.0,10797,33826a08a
971,2.0,490,6b3614a92
972,2.0,7765,eed6f01c9
973,1.0,12785,4931c712b
974,0.0,1011,b0c918c91
975,1.0,10133,379d5e10d
976,3.0,9542,7559336dc
977,9.0,12604,d34b6f762
978,4.0,8163,9862e5dfe
979,4.0,10318,d5c68b3bf
980,10.0,12859,b0084b888
981,4.0,5668,a9fb31e59
982,5.0,1753,3cfec8730
983,5.0,307,0b4bb9906
984,6.0,3425,ebff4722c
985,1.0,8699,4cef5b961
986,5.0,4374,2ea25b63b
987,8.0,8076,e3dbfe4c0
988,6.0,11608,a688a434e
989,1.0,5319,a2c44e0b3
990,1.0,2503,a1188fdb7
991,1.0,9609,27058d03f
992,3.0,5584,0a140a67e
993,4.0,1918,78a8e1b01
994,5.0,78,35593da00
995,2.0,2684,cfd87918e
996,1.0,1525,dfff88c90
997,2.0,4538,175f4a910
998,3.0,7902,f794655ee
999,11.0,10897,23829dc63
1000,1.0,5263,f336dbe0f
1001,14.0,5217,a8cfb849e
1002,1.0,4865,56e91b142
1003,6.0,13584,e5f54d20e
1004,8.0,8928,b18e25ae6
1005,3.0,13646,e0764fb9a
1006,2.0,2562,031a01c36
1007,6.0,1242,63ddd39f4
1008,2.0,9504,903523a17
1009,3.0,8816,b2406f38d
1010,4.0,191,0b0f596b5
1011,4.0,8186,4138a8f48
1012,2.0,3529,add617e3c
1013,1.0,3532,618e97eeb
1014,0.0,8020,8d54c5d66
1015,5.0,2836,a234c6496
1016,3.0,9826,8d0f8ad16
1017,4.0,12437,a7c7ede79
1018,4.0,1921,ada44e887
1019,1.0,2665,3ce643dc5
1020,6.0,585,5a5463e17
1021,6.0,13343,28cc87730
1022,6.0,13630,eebee574e
1023,18.0,902,545711134
1024,3.0,1005,9b980624e
1025,5.0,6392,611045510
1026,1.0,11881,4cdf29720
1027,3.0,2401,c6da0beba
1028,3.0,12169,717b573f8
1029,5.0,5548,178629125
1030,5.0,614,5698c00e2
1031,1.0,5896,166650836
1032,12.0,12430,0910c13a3
1033,2.0,12775,14084c784
1034,1.0,4864,8ac1e8eb6
1035,6.0,3301,1a7d70a4f
1036,4.0,8411,13e0627dc
1037,6.0,5595,9467b9867
1038,4.0,721,71c3f9254
1039,2.0,11734,84057a73d
1040,1.0,3210,5bd0c6dc7
1041,4.0,2184,9dca27ec4
1042,3.0,7910,43ec1b64b
1043,1.0,13587,65e601b18
1044,7.0,12528,36ad4a880
1045,9.0,4111,7a12a494f
1046,7.0,2,3422e4906
1047,4.0,11965,e92d3d4cf
1048,6.0,9443,8c2e6c331
1049,2.0,7784,9aa9d63f8
1050,4.0,4317,c76d9c5b9
1051,1.0,14446,4b4f32911
1052,1.0,7622,6ada9811e
1053,3.0,13652,9cf32e2a6
1054,5.0,5763,816112569
1055,5.0,8018,2179be57e
1056,18.0,8211,5dc7d3dc7
1057,2.0,957,02d6020a9
1058,2.0,6662,0850d4334
1059,1.0,12184,035992662
1060,5.0,2536,4501e7e4f
1061,12.0,5433,106e252d9
1062,1.0,13851,5c881b941
1063,3.0,14393,4dc6822f8
1064,3.0,5570,ba7b8cac2
1065,3.0,4306,e4aadf23c
1066,6.0,1865,6cb63297c
1067,1.0,13262,63f2faf77
1068,5.0,13048,76024f2ed
1069,5.0,12889,5208915a3
1070,3.0,1589,fd9375e71
1071,5.0,14299,22e73ac3a
1072,1.0,3565,afa694eb4
1073,2.0,12148,7c542e43e
1074,8.0,3215,1b91e1082
1075,3.0,10211,afd3ded05
1076,5.0,1788,aab56f3ff
1077,18.0,9652,716167b76
1078,3.0,6001,978526235
1079,3.0,12100,2209979e1
1080,1.0,10970,b5486d844
1081,0.0,2735,3525855b3
1082,8.0,10804,c467f8702
1083,5.0,2633,058d37dda
1084,5.0,10931,24e800fa6
1085,2.0,3477,359dd0b52
1086,1.0,3834,2b4c0f3b6
1087,1.0,8133,cbd703fb6
1088,3.0,11787,34d903f17
1089,3.0,3306,bb8795c8d
1090,2.0,11182,51b7034e6
1091,10.0,6238,3853ff1dd
1092,4.0,10083,fef340804
1093,4.0,3029,cbd066eaf
1094,10.0,13065,b256f479c
1095,0.0,1237,6984c8d7e
1096,4.0,5313,78cb569c6
1097,2.0,6825,01e78230b
1098,2.0,4743,004a26127
1099,0.0,14911,05974bc36
1100,2.0,13746,4dc92008d
1101,2.0,8499,ef14eb18e
1102,0.0,12216,133234595
1103,2.0,5370,d56553e2d
1104,4.0,3332,17066185d
1105,4.0,5253,031a0e45a
1106,16.0,13234,ec6bb5fb6
1107,5.0,5266,5a3e60ced
1108,5.0,11479,9d602bd84
1109,3.0,12177,ea9d28227
1110,2.0,10450,cd870fb18
1111,3.0,8501,cf8539482
1112,5.0,7264,7b3332622
1113,4.0,2979,731a2ef80
1114,3.0,8229,d45562a98
1115,2.0,184,d0bc14f47
1116,2.0,9054,c92b59557
1117,1.0,13258,35296e056
1118,6.0,2797,9d9197e7e
1119,11.0,9537,1c3793826
1120,2.0,4986,63ba3f4a7
1121,6.0,4385,852296968
1122,2.0,3981,30eb1004f
1123,11.0,13243,8f15fc3d8
1124,3.0,12071,fad223ef5
1125,2.0,11641,bb2a61d2b
1126,1.0,10100,ac8fa1b6c
1127,3.0,244,728c78b39
1128,4.0,4754,8dfc9cc69
1129,4.0,9625,aa0901313
1130,2.0,1662,67825bf81
1131,1.0,354,4dad8252f
1132,2.0,8174,9427a0125
1133,5.0,2198,83defd365
1134,1.0,12568,ef5b463d4
1135,1.0,7150,f861c3c77
1136,24.0,13146,846ca7805
1137,1.0,7397,21f095582
1138,3.0,14945,bcee746ce
1139,5.0,12550,b790a32cf
1140,5.0,8050,cc4670dac
1141,5.0,2175,172c8129a
1142,2.0,3303,cb41cd1c5
1143,1.0,5995,74517d04f
1144,4.0,84,ec5069cf6
1145,3.0,6543,79abb5387
1146,0.0,92,573b3ec3d
1147,1.0,82,be9474b85
1148,3.0,14889,8425c2a48
1149,0.0,3474,156c2d6ba
1150,1.0,10261,804c6c78d
1151,1.0,5565,22ae95c51
1152,27.0,4611,eb1f2f2f0
1153,2.0,9407,fea8ba32e
1154,1.0,8883,66fcb54d7
1155,1.0,3198,5afb6da05
1156,4.0,7003,98b1fe759
1157,4.0,9099,9358ef6d7
1158,1.0,3517,63697128e
1159,4.0,10568,28c3c4264
1160,6.0,9805,b9f90bdfe
1161,5.0,9450,28e86de6d
1162,7.0,10869,df9cc49a1
1163,3.0,5540,f3c42e04b
1164,0.0,1732,44229bb72
1165,1.0,2292,d3ccb2482
1166,2.0,8379,e58225b2e
1167,3.0,5160,5971c2462
1168,2.0,11763,ee8c56246
1169,1.0,7131,08f038689
1170,23.0,8282,fd8bb16c6
1171,28.0,7155,1b5af7749
1172,5.0,560,97dc6aa32
1173,5.0,6954,3be835fa8
1174,4.0,10965,8f1105e2a
1175,1.0,5204,ec4849051
1176,1.0,1963,95e206d02
1177,15.0,13340,61be9a64f
1178,2.0,6566,6668704bf
1179,1.0,10549,3d9bb7253
1180,4.0,7997,4d73d97fd
1181,4.0,10647,c272d9284
1182,5.0,14750,8f31c806f
1183,1.0,11858,5f8d00436
1184,3.0,6814,938bcb826
1185,1.0,8918,138035c7a
1186,1.0,1521,a4385e043
1187,0.0,6512,66ac9f1b7
1188,3.0,11526,8a0a8eec0
1189,5.0,3633,68ab069e3
1190,16.0,1335,db03ddc32
1191,3.0,6339,d4dd82200
1192,4.0,4112,eaab63bd7
1193,8.0,12509,5678616cc
1194,8.0,1071,cd617c72c
1195,1.0,14189,3cc6084ca
1196,2.0,12983,21c3157e8
1197,1.0,5754,355e8bc38
1198,1.0,7710,c6d7271e8
1199,4.0,6883,4d7573c5e
1200,16.0,7433,cfceafa8a
1201,3.0,10761,047c20d1a
1202,0.0,1275,6f63c5c04
1203,4.0,12396,bd70d885d
1204,3.0,14759,3ad53090d
1205,2.0,11625,e9e4424a6
1206,4.0,4055,6ad1d75b2
1207,6.0,12908,a906ff5f5
1208,1.0,13489,2c9f807c1
1209,4.0,8605,243925f5e
1210,5.0,5932,5a430bd08
1211,6.0,2482,229d33382
1212,1.0,2731,cad8537e1
1213,4.0,8449,931a50b80
1214,1.0,13577,682b7b7d0
1215,3.0,4117,03c323fcf
1216,8.0,9249,5d3c9feba
1217,2.0,2648,6984b9727
1218,2.0,13190,6774f84e3
1219,2.0,4025,10711bb95
1220,1.0,12896,399856928
1221,0.0,5430,67532bb27
1222,1.0,7134,c35cc3520
1223,4.0,6026,df25863ad
1224,24.0,193,bea72e6c5
1225,1.0,4083,8dada5ac5
1226,0.0,14954,d3faf6a0e
1227,2.0,1713,a143b5edf
1228,3.0,8453,ebabceece
1229,4.0,2653,536af3840
1230,5.0,10922,ad6992c20
1231,2.0,13621,98128b920
1232,3.0,2874,50abab539
1233,4.0,10365,e29fd3f0a
1234,9.0,3410,656a0a459
1235,5.0,13114,a0c1384d1
1236,3.0,8818,053d121b8
1237,1.0,12797,2def67952
1238,2.0,10469,901ff85c1
1239,9.0,10543,bfc46890f
1240,1.0,5028,2cd806c03
1241,1.0,4330,e94581522
1242,1.0,3280,c469973de
1243,5.0,3905,c2c03cb2d
1244,1.0,206,249112486
1245,1.0,895,661bcb904
1246,1.0,8555,1eb85ae31
1247,3.0,10150,d9c6517ae
1248,3.0,3276,6ea6cde88
1249,2.0,11928,d470889c4
1250,15.0,10251,56f62a309
1251,4.0,9771,cea713af9
1252,3.0,12271,f3ac0a96b
1253,6.0,12574,949fbd095
1254,4.0,13644,30507c621
1255,2.0,11177,c7726d2a4
1256,3.0,13432,e3e2fcc71
1257,2.0,10459,db745332f
1258,22.0,4264,176516c7a
1259,2.0,10259,7da9d50b1
1260,6.0,4596,abaf6c9ee
1261,4.0,14850,ca4a8f0c2
1262,10.0,11860,7959e3491
1263,6.0,11712,ef836c3d3
1264,3.0,9317,06cd6c623
1265,3.0,12920,17fdf5bfc
1266,4.0,6378,66ad04874
1267,2.0,277,e9eeadf82
1268,5.0,14385,e6645c764
1269,4.0,14405,2f532707f
1270,1.0,4133,bfdc4cd9d
1271,2.0,12349,64f06dc3b
1272,2.0,6262,a8e6ad61c
1273,1.0,3041,858f4c013
1274,3.0,819,30e66b835
1275,3.0,4627,ca4224e0b
1276,5.0,2308,460edc419
1277,2.0,14088,062b387cf
1278,0.0,9644,61003963a
1279,2.0,11238,9b2aaf395
1280,0.0,6173,fe18635ce
1281,3.0,10740,e282d2bdf
1282,3.0,11819,c6a3de42f
1283,8.0,5556,b7135cf44
1284,2.0,11640,44a0c16bc
1285,0.0,5406,93641e3f2
1286,3.0,13779,979bab13e
1287,1.0,5930,21847129b
1288,3.0,13037,5b5b2c882
1289,1.0,8688,076e5c59d
1290,3.0,8625,15b5da7f8
1291,3.0,4285,232aee73d
1292,2.0,2251,0c862b8a3
1293,2.0,8538,060e4ed30
1294,3.0,9518,64a40211a
1295,1.0,3717,b054e635f
1296,1.0,4946,9fc14401a
1297,5.0,13605,8563d2004
1298,6.0,12108,5adb4e661
1299,2.0,2296,988c18c10
1300,3.0,222,82137b39f
1301,1.0,11874,e88aaa263
1302,2.0,315,1c74d62ed
1303,5.0,1806,10022add6
1304,4.0,3160,df3756483
1305,1.0,10955,7cd6556bc
1306,11.0,13457,e1e2b0af4
1307,1.0,5768,4ffa77f1c
1308,5.0,5697,ffb6a7f5d
1309,3.0,3997,267bf57c8
1310,3.0,14839,b165fe8b1
1311,5.0,839,cc8bf5e79
1312,1.0,9718,ca121ab91
1313,2.0,150,e4abb93bf
1314,2.0,6792,6bb720300
1315,2.0,414,81d97fa9f
1316,4.0,3177,7112952b7
1317,1.0,1820,904b74dde
1318,2.0,5139,e11e6cf89
1319,2.0,6154,bdf4a9ed9
1320,5.0,1324,61dc8345a
1321,3.0,9946,06666dc09
1322,6.0,9841,10e1cbfdd
1323,14.0,5303,2d8db1c19
1324,4.0,8371,c47c94411
1325,1.0,7002,e976f3d3a
1326,5.0,9174,2826f9095
1327,2.0,4470,386990598
1328,2.0,4281,fffa39a6a
1329,3.0,9875,02f89bdcb
1330,3.0,9782,fe7b03ebd
1331,4.0,4914,51d815775
1332,3.0,6657,0eba510fc
1333,4.0,6924,ad5021d77
1334,14.0,12664,afab70239
1335,0.0,9023,f80c1cf7d
1336,1.0,2940,53abff075
1337,1.0,12155,27830acaa
1338,1.0,9730,ae2c2b372
1339,5.0,9208,bd0bfa1f6
1340,5.0,6997,af56651cb
1341,6.0,13470,83b705aaa
1342,2.0,4541,94019dc75
1343,7.0,269,c675f3b10
1344,5.0,4219,a1e153676
1345,4.0,10762,831505752
1346,3.0,5064,4652decf5
1347,2.0,62,3181e5424
1348,1.0,7044,6ad5aa95c
1349,2.0,3151,a44b2389a
1350,11.0,9939,c29a364bc
1351,9.0,3727,90fe2bf72
1352,2.0,1610,af86d93ba
1353,1.0,5299,6d2c3b550
1354,11.0,2886,12a280806
1355,24.0,3764,a243c61c6
1356,3.0,1620,881d46cc0
1357,5.0,7680,38c82bfc5
1358,5.0,787,0f3434f36
1359,5.0,7278,70c811b9d
1360,1.0,7498,d58c146d6
1361,3.0,10629,1736706f9
1362,5.0,2403,015da9e87
1363,5.0,6880,2034bc734
1364,5.0,5076,3aa622eed
1365,1.0,13739,7c3423bab
1366,5.0,2721,5042c6414
1367,7.0,3269,aea876483
1368,2.0,7511,4b628f538
1369,1.0,7284,25079d00a
1370,1.0,5684,643eab5c6
1371,1.0,9528,f8e3f9ddf
1372,17.0,5146,466862270
1373,5.0,11777,d4f813a7e
1374,9.0,6476,7d835cf7c
1375,5.0,11867,b91ac808b
1376,3.0,14250,ea3ebc38a
1377,5.0,10973,27eedd440
1378,4.0,941,f39fef7c1
1379,5.0,9130,bb90447e5
1380,3.0,8844,ac8229264
1381,4.0,9713,16748bcd7
1382,1.0,4868,aeffc6dfd
1383,9.0,6109,1c4f5efa8
1384,5.0,11663,0714145e6
1385,6.0,5904,8f42303f4
1386,2.0,5680,87143ebd2
1387,1.0,11038,7a72ba3d7
1388,5.0,6716,ce0deaac0
1389,0.0,4108,43f99cecc
1390,3.0,5848,026c5716f
1391,3.0,12881,3a93093cc
1392,1.0,12673,9104803d9
1393,2.0,10181,0ea0beb3c
1394,4.0,11498,0a1b56e66
1395,3.0,2405,64c6eb71c
1396,1.0,7764,e6ff21b7e
1397,4.0,3854,68a3c10cb
1398,3.0,11451,5ab714faa
1399,2.0,907,4e01721aa
1400,5.0,14097,12b47b4e8
1401,5.0,3399,70337537c
1402,12.0,9671,795cb17ef
1403,5.0,11804,563854d72
1404,15.0,6139,c74126469
1405,2.0,10267,0f9fd5688
1406,1.0,6603,69ba8d92e
1407,3.0,4672,1565d09ad
1408,6.0,11922,a63364c39
1409,1.0,1778,bb74d75c2
1410,5.0,13336,50ae3720b
1411,8.0,13710,b5974bdd0
1412,2.0,14687,af8cd40e0
1413,3.0,8339,9c7476c25
1414,5.0,9364,82c90e313
1415,2.0,4120,86d87d5f7
1416,1.0,9464,4785a8894
1417,4.0,10649,719917454
1418,4.0,12152,5a299988c
1419,3.0,14293,d1632981e
1420,6.0,1902,b86b0db65
1421,5.0,10712,82d9cd76e
1422,10.0,11728,c7e8a87dc
1423,5.0,9326,cbd8840cd
1424,0.0,5130,4a311c6dc
1425,1.0,1452,fb24264ea
1426,1.0,12855,36d7fc2c5
1427,1.0,5994,d56fbda82
1428,3.0,7137,1945c0690
1429,10.0,12482,13fcf57ff
1430,9.0,8938,8d301b5e6
1431,3.0,10331,96792a909
1432,3.0,9835,8a9c5472e
1433,1.0,14984,f5dc70d35
1434,6.0,10097,50811e391
1435,4.0,13632,ab38d8710
1436,4.0,7166,25765058c
1437,4.0,13093,248eca1fa
1438,2.0,9409,0063bd7e0
1439,4.0,5519,cff9a1fec
1440,11.0,6279,26a4d7052
1441,4.0,9780,ee34f3079
1442,2.0,13623,23bcfa015
1443,4.0,7822,98f5b7ecf
1444,2.0,5880,c66def50c
1445,2.0,4938,c5ee96818
1446,2.0,12168,141a53bee
1447,4.0,4382,f27974780
1448,14.0,1947,bbfc8a037
1449,8.0,798,f981112a8
1450,6.0,7766,9bfca7e65
1451,2.0,7126,eee0b299c
1452,9.0,13915,ec14446ba
1453,4.0,9918,257a99aa2
1454,4.0,11318,d5262ce2b
1455,5.0,9515,2eaab0cb1
1456,2.0,14303,1b9cedf4a
1457,0.0,11585,c74b069ef
1458,2.0,5770,43021e4ed
1459,5.0,13929,a98716d75
1460,3.0,4360,42eac4984
1461,3.0,10164,42d06aa80
1462,3.0,10224,dff412d60
1463,2.0,13434,3275bb3bf
1464,5.0,552,2b3ec0f96
1465,4.0,4744,b6c338f94
1466,2.0,14308,839d4d8cb
1467,2.0,14226,737413132
1468,1.0,14274,68e6f19f5
1469,10.0,8786,63a3f229c
1470,7.0,14983,cca88204d
1471,5.0,9792,ae0425756
1472,3.0,8877,923da13c4
1473,4.0,5304,ef70f3263
1474,1.0,11947,aa8e2a85d
1475,1.0,13627,cff111e4e
1476,2.0,1116,69c8c9463
1477,1.0,9832,c4ff3b712
1478,7.0,984,b63d76ef4
1479,5.0,9118,7268e9e21
1480,3.0,14510,9593c0350
1481,2.0,11889,3c3b9b731
1482,3.0,1563,b8dd18a5a
1483,0.0,6912,2a89fe4a5
1484,3.0,1368,ad90d4962
1485,1.0,7087,7f6cdf26b
1486,10.0,2406,afb230f5a
1487,1.0,13640,77bff1468
1488,3.0,5545,4f7fc967a
1489,6.0,7436,2d8b42d21
1490,5.0,13708,34dd3cb69
1491,8.0,7599,4cc05c35d
1492,1.0,3116,22de1a590
1493,4.0,8694,39e0cc98e
1494,1.0,2901,cb256c605
1495,6.0,11665,d86f635fb
1496,3.0,10379,bdcd82280
1497,5.0,30,1a76190c5
1498,5.0,9119,6e31c1647
1499,5.0,7515,cbf4de1e8
1500,1.0,13181,a371e0164
1501,1.0,11521,df1d3b1ec
1502,1.0,10415,73d59a848
1503,1.0,5135,36bec0c95
1504,3.0,851,d0b61aedc
1505,5.0,6577,a6e25e889
1506,3.0,12951,6d84d3a2f
1507,3.0,5095,372d1784a
1508,5.0,2598,15bcbb6e2
1509,3.0,5261,143a52d8b
1510,1.0,3860,b39ead375
1511,11.0,2313,a2ac8316b
1512,5.0,12376,874e2a3fd
1513,2.0,318,479500716
1514,11.0,4207,87ec8e435
1515,1.0,3713,0690278af
1516,1.0,7053,6c2fa49e8
1517,3.0,2778,e39881452
1518,5.0,1269,bc14f3a48
1519,1.0,1299,5685ae208
1520,4.0,3837,f93ea9f9f
1521,2.0,2279,c27f27a68
1522,2.0,9167,48ceb84a0
1523,4.0,12882,342400751
1524,4.0,3602,16002dd9b
1525,1.0,5651,fa97a865d
1526,3.0,13523,477456925
1527,2.0,5287,7cbe52a0f
1528,2.0,14070,8fc9d6c1a
1529,2.0,10925,cb8cce181
1530,3.0,10596,a54202bba
1531,3.0,3174,110242085
1532,1.0,7243,57b57989d
1533,14.0,2804,d59c369c3
1534,0.0,3621,97a3cca4f
1535,1.0,5151,d3a4afef1
1536,3.0,5649,a91761e54
1537,0.0,12384,bd8f94a94
1538,1.0,1600,21c163648
1539,6.0,11367,a0c15424b
1540,1.0,14634,c34b20922
1541,0.0,1172,eabef1496
1542,1.0,6613,d0eb1073d
1543,3.0,11689,133af5fc3
1544,3.0,6152,fe7bad7d4
1545,7.0,1635,196504d88
1546,1.0,14868,4802207be
1547,0.0,8109,60a36cab1
1548,3.0,9911,d68301fb2
1549,5.0,8725,13efc38c1
1550,1.0,13051,aba512b8f
1551,3.0,2792,5457a593a
1552,2.0,13001,2db00a064
1553,7.0,12695,3cb155233
1554,2.0,7132,172b6f611
1555,4.0,9461,faa139539
1556,2.0,4818,143d10038
1557,1.0,11428,6326e5387
1558,1.0,3827,af2ec000a
1559,7.0,2527,db044e38b
1560,6.0,5169,c8b38c65e
1561,5.0,11591,49e140a8e
1562,20.0,10205,52d0469f8
1563,1.0,4119,71a614388
1564,5.0,12474,08767d88e
1565,1.0,11721,a37c82165
1566,1.0,4603,86b3239e9
1567,3.0,9058,574b9ab4f
1568,1.0,2506,4194f0f66
1569,4.0,9640,95563629d
1570,3.0,7426,29c50ee9a
1571,5.0,1592,24993107f
1572,5.0,12457,30669fef4
1573,3.0,11851,eba013abc
1574,1.0,8043,1936c68a5
1575,1.0,8839,5a651d147
1576,4.0,6922,9223ca4fa
1577,23.0,1440,5a7207717
1578,6.0,10779,e8dc8fa13
1579,3.0,10076,7f352f8dc
1580,0.0,8638,4c05ee4b2
1581,11.0,6539,4d74c2e08
1582,1.0,14966,8dc7b3ffa
1583,3.0,5647,0fea56eb9
1584,8.0,13365,e877b448c
1585,2.0,10437,1c60a65e8
1586,15.0,12531,31144a6be
1587,5.0,9200,087804d85
1588,5.0,11109,adb97bde0
1589,5.0,1765,d0c81c563
1590,2.0,1835,9b2d6b1f3
1591,11.0,7510,d17343468
1592,3.0,8324,5d5942493
1593,1.0,7690,225d2e242
1594,1.0,12307,fb442ee5e
1595,5.0,7618,87b753139
1596,1.0,7913,fa45ffcb8
1597,1.0,11854,063495ecd
1598,1.0,7306,9c70eee7b
1599,1.0,12235,bd0a144b0
1600,1.0,405,e07812482
1601,25.0,3503,6d1c281f9
1602,1.0,13493,b8715f663
1603,1.0,13174,a8de0737e
1604,0.0,13657,b943a95a3
1605,8.0,6032,5152dbfe1
1606,1.0,11573,7abf263f7
1607,4.0,7332,fe4bb01a6
1608,4.0,2703,b631b7e4a
1609,5.0,9816,6c896760b
1610,3.0,738,ff05d4438
1611,2.0,14,c02be41e6
1612,11.0,9029,2ca3f6d92
1613,9.0,12687,c0b5e6036
1614,5.0,1986,2ff9e9534
1615,15.0,11005,419d296e7
1616,4.0,2662,7a3471df7
1617,2.0,2856,22145fe75
1618,3.0,10378,11c88e3be
1619,2.0,763,a2b42f2e5
1620,2.0,13865,aca6b6256
1621,2.0,12055,2e829ee7c
1622,8.0,13459,8d6f10684
1623,5.0,8287,f095385ff
1624,3.0,5924,596d784b2
1625,1.0,1386,27a8bdbf8
1626,1.0,6649,3e13d34d6
1627,1.0,2099,9a2b50582
1628,1.0,609,1e24f14d6
1629,1.0,8052,87a679d31
1630,2.0,12674,81fddeac7
1631,3.0,5392,82e86dcbb
1632,11.0,14788,9d466bbca
1633,1.0,5347,59c3497c1
1634,5.0,13177,1efbef49e
1635,1.0,3432,3df923a0e
1636,21.0,320,b4d0c60b6
1637,1.0,9134,e0736a22f
1638,2.0,10078,15956c89f
1639,8.0,14630,49ba2ccff
1640,1.0,14214,7a785a607
1641,1.0,10397,aecff5a85
1642,3.0,14534,19efe1616
1643,0.0,7228,73ae816ce
1644,15.0,2853,69d413ff2
1645,5.0,12188,86f4297b4
1646,5.0,12367,dfedc8f77
1647,10.0,14655,a39ad6dc7
1648,4.0,11771,017eda6dc
1649,1.0,3075,3bc84c4a9
1650,2.0,8187,be1ab222c
1651,2.0,4452,2f7da7f8f
1652,1.0,5425,e052a2a39
1653,3.0,1877,90caf70eb
1654,1.0,14246,5ca36463c
1655,5.0,4166,c93191313
1656,1.0,1053,f03979157
1657,4.0,1277,5112569f6
1658,1.0,9477,ae4e546cb
1659,4.0,1544,54224dada
1660,1.0,8788,aa0e8c199
1661,1.0,10574,6975353f1
1662,4.0,8107,2a5e70892
1663,1.0,14705,e80066a19
1664,1.0,1605,14efbbb85
1665,4.0,1133,abe8790ba
1666,1.0,6799,2de05ee7d
1667,1.0,14004,b09ecfb53
1668,4.0,3726,8e4a80297
1669,3.0,8719,d6243bdf8
1670,5.0,6631,b38dcdc90
1671,3.0,7398,1652a3e1e
1672,30.0,1490,49113adb2
1673,1.0,137,1dfadc371
1674,4.0,808,9725bf4d2
1675,5.0,10238,d7fd0a30a
1676,4.0,4051,4be1b15fb
1677,5.0,4215,30319970f
1678,3.0,12957,73d28220c
1679,3.0,5882,ccccfeabe
1680,0.0,7655,a31d58f0a
1681,3.0,2789,5188ce75b
1682,4.0,6751,b56e6500a
1683,3.0,6741,e80389ea3
1684,5.0,3865,04372b78d
1685,2.0,6194,230d5d85c
1686,2.0,7470,93a9cf943
1687,2.0,5962,3ff4a6c99
1688,6.0,801,d83aa1f02
1689,2.0,13275,ec28e0aad
1690,3.0,4038,900b47573
1691,3.0,11603,62c16fa1a
1692,7.0,5753,cda71c00a
1693,1.0,7347,47a5a9516
1694,5.0,1673,25dc712af
1695,1.0,14369,20b7e24b2
1696,1.0,7993,f8619af42
1697,1.0,13718,21a7f4896
1698,2.0,6526,69df3f618
1699,5.0,11138,e6821c448
1700,1.0,11509,22230a3ea
1701,3.0,13541,aaf7d5da8
1702,3.0,11939,871ca78ab
