,Type,Name,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,PetScore,Emotion,Breed,Colors
821,2,OPIE,18,1,2,1,2,1,1,1,1,0,41401,58480ae51a11f93b653012776b4b8a3c,0,Cat details:- Name :- Opie Age :- 1 1/2 year Gender :- Male Neuter :- Yes Very active and friendly. Adorable indoor cat. Location :- Pandan Indah,f861c3c77,1,4,7,mean,Mixed Breed,"Black, White"
822,1,New Kids On The Block,1,3,2,1,2,2,2,1,9,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,"9 adorable mixed breed pups (6 males and 3 females) about 3 weeks old for adoption, rescued from USJ1 Industrial area. Pups are young, need regular attention and food until older. Rescued from street as their area was dangerous and two pups were already killed by vehicles. Urgently need adopters as rescuer is keeping them at a condo. Please contact Jocelyn at. Located at USJ 1, Subang Jaya.",1b5af7749,28,3,7.75,"content,timid",Mixed Breed,"Black, Brown"
823,1,Pixy,5,2,2,1,1,1,3,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,Puppy for adoption! Healthy and cheerful + playful and alert. Barks at strangers Goes 3 x a day for her toilet (without a leash) to grassy grounds and comes home by herself,1e83794bd,5,2,7,playful,Mixed Breed,Yellow
824,1,Ã_Â¢ÂŒÃ¬ÂŒÃˆ Pudding Ã_Â¢ÂŒÃ¬ÂŒÃˆ,3,2,2,3,2,1,2,1,1,200,41336,d73b10f170720b7edc3c12fc93b1fc63,0,"Adoption fee covers the basic medical expenses of the animal : 3 vaccinations + spaying surgery fees. We're cooperated with some vet clinics to get discount medical fees for adopted pets. Little Pudding is looking for a home sweet home! Pudding is a cute, sweet and friendly dog, she's not those very naughty type of pup and most of the time she can play by her own and she do not really like to play with other dogs. Pudding was found days ago beside a huge rubbish bins and was hiding under an abandoned sofa, was barking fiercely to us out of fear. We heard from the residents there that she was there for three days and some kind hearted kids there offered her some foods and drinks. We strongly feel that she was being ABANDONED there as we've already spayed all the female street dogs around that area and there's no newcoming mommy dog, and Pudding stayed at that area for three days without moving to other places to look for foods (there's no coffee shop near to her) and apparently she's waiting for someone. Pudding found with lots of fleas, tangled hair and some minor wounds. We've defleas her, do her some simple grooming and treat her wound. But after fostering her for days we found a weird behavior of Pudding - she used to pee and poo inside the cage even when the door of the cage is opened and even after a long time of playing time at the garden, and she can stay really quiet inside the cage unlike other puppy who do not like to be caged. We strongly suspect again that she was being caged all the time before she was being abandoned. What kind of life she was having previously? We really can't imagine that. And so we must find a owner who really love her, and also patient enough to correct her toilet manner. Interested to adopt? Please kindly read our requirements: - No tying/caging for long period - On leash when bring her out - Keep her indoor all the time - Agree to bring her for yearly vaccination - Provide balanced meals and fresh water all the time - Allow for home visit - Love and treat her like your own precious family members Please give a home to Pudding Ã_Â»Â«",4e290a43a,11,1,5.333333333,happy,Mixed Breed,Cream
825,2,Cumi Chiki And Mummy,3,3,1,1,1,1,3,1,3,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,***Call__ nirmala for adoption*** Cute little family of mother cat and 2 kittens found abandoned.. my friend picked them up and is now looking to rehome them separately. one male and one female kitten - to be vaccinated Mother cat will be vaccinated and spayed and ready to be adopted to good homes. mother cat is very friendly . ***,2ca38a180,5,4,7.5,playful,Domestic Short Hair,"Black, Brown"
826,2,Keluarga Belang,0,3,1,2,2,2,2,1,3,0,41326,73ba1badbbec9b9a37671b0dc84c1d5e,0,Ibu kittens & 2 ekor anaknya ini perlukan tempat tinggal baru yg selamat. Kittens ini baru berusia 2 minggu +++. 3 ekor kittens tumpang kpd ibu ini telah mati menjadi mainan budak2 d blok ini. Plz selamatkan mrk.,308eda964,2,1,2,timid,Domestic Medium Hair,Black
827,1,Marco,2,1,2,1,2,2,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Marco was found in Sunway late last year, an adorable puppy that was looking lost. We can't find his owner so hope to find him a good home. Playful, smart and obedient. Very alert too. Knows sit and come and learning other commands. No tying up or caging. Vaccination and neutering are compulsory. Please call if interested.",a7d44898b,7,3,4,content,Mixed Breed,"Black, White"
828,1,Bintang,108,1,2,1,1,1,1,1,1,0,41324,21b00c8e5d0b4f8848bbfd1b364ff2d7,3,"I am a dog who loves to have people around me. If you stroke me, I will ask for more. I am a good guard dog and knows simple commands such as 'sit' and 'paw'. I have regular body checkups so my health is not a problem. Please don't give me bones as I tend to eat fast and can choke on them. Thank you for giving me a home. I will love you.",9dfee7db3,4,2,8,sad,Mixed Breed,"Yellow, White"
829,2,Kitten,4,1,2,1,1,2,2,1,1,0,41324,eb1e36fed48aecdcdab368903b23da32,0,Beautiful siamese kitten for adoption.. healthy and playful. Full vaccine.,53ef098c0,1,1,4,mean,Siamese,Cream
830,1,Four Babies,2,3,2,1,1,1,1,1,4,0,41326,aeb78e196b74d77222860a9b466255ce,0,Four lovely puppies available for adoption. Jack Russel mixed breed. They've been found abandoned. Please give them a good home as I am urgently looking to rehome them. Been having them for two months now.,7b3332622,5,2,6,happy,Mixed Breed,"Brown, Cream"
831,2,Fat Boy,12,1,3,1,1,3,1,1,1,30,41326,74dabecce4ddb0c4d08892255974496b,0,"This is Fat Boy, a special one. He is a cat who lives with dog in a Temple since small. He was trained to play rough by a muscular Judo Master. He acts like dog. Whenever he's tired or nervous, he'll start to breath fast, and stuck his tongue out, like a dog. Juliane (his owner) took Boy home for the first time, Boy barks. Later then he learns to meow. Other than Boy, there's Kate. She has nerve problem. Her brain deteriorates day by day and now Juliane focus on Kate who needs full attention. Every time Kate gets panic attack, that's when the brain will slowly damage. So the more panic attack Kate gets, the more brain damage she'll suffer. Because of Kate's condition, moreover Kate can't see other cat else she'll start to get panic, Juliane decide to put Boy for adoption. Boy is at my place (Bubu's Shelter) now. Though he's big, he's domesticate. When he bonds with you, he'll start suckle your palm. That's how he shows affection. I've train him not to play with human hands, but sometimes he does. But he's a fast learner, so if you show that you're angry when he bites your hand or feet, he'll understand his mistake and stop doing it. So whenever he's hyper, make sure you have toys for him. He has also learn how to socialize. Adopter criteria: I need someone who's confident handling him. Better with experience and someone who's responsible and committed. view video of him suckling palm:",70c811b9d,5,2,8.5,mean,Domestic Short Hair,"Black, Golden"
832,2,Kiera,3,2,2,1,1,1,2,1,1,0,41401,6905e4fbe5658eef5f560b814898a5ee,0,"Hi! My name is Kiera. I was born early February to a resident stray cat who feeds regularly at my fosterer's house. I have a brother and a sister who are also up for adoption. The three of us are looking for a loving family who we can permanently call our own. We will be a wonderful addition to yours if you would have us. We can either be adopted separately or (preferably) together. But first, a little bit about me: - I'm a female kitten - 3 months old - I'm a calico, with beautiful striking colours - black, orange and white - Have been Frontlined and dewormed - Will be vaccinated soon - Very active and playful - I'm a bit shy at first but will play with anyone/anything with just slight coaxing :) - Quite independent, but I love both human and cat company once I've warmed up to them - Enjoy eating both kibbles and wet food - A pro at using the litterbox Please adopt me and give me a loving forever home. :) ************************************ Contact Aida at for more information.",b00e4262e,8,2,3.5,happy,Domestic Short Hair,"Black, Brown"
833,1,Lil Bruno,5,1,2,1,1,1,1,1,1,0,41326,1a2113010d6048d5410b265347b35c91,0,"*Adoption fee is a donation of choice towards his medical fees* Its so hard not to fall in love with him. He croons like Mariah Carey and he has huge ears that hang off his head like a loopy eared rabbit. Beautiful brindle colouring around his face and the underside of his body. Bruno must be allowed indoors, taken for daily walks and enjoys the company of dogs. Call Tracy at to adopt.",0abff77fe,6,3,5,content,Mixed Breed,"Black, Brown"
834,1,Harry,60,1,1,3,3,3,2,1,1,0,41401,20dda6ebaa2b05f660427356963a024d,0,"Looking for loving home for Harry. He is 5 years old and been relocated twice. Preferable those who has experience to handle aggressive dog, he is not so well behave but I believe is not the dog problem but it is the owner's fault. For those who are first time dog owner, sorry that you are not qualify. No cage and chain allow and adopter has to pay for the spaying fees before he can go back with you. Think twice before you want to adopt him. Kindly contact the  Wechat catherineC",f2472c8dd,2,2,2.5,happy,Poodle,Brown
835,1,Lady,63,2,3,1,3,1,1,1,1,0,41326,03806ca295ace12b7463f4ed036cbb0e,0,"Lady was an abandoned dog last time after she give birth, we adopt her for 4yrs, she is a very clever & obedient dog. She can perform some simple tricks like sit & hand. Unfortunately, we bought a new condo, management wouldn't allow us to continue feeding her, so we decided to find a new home for lady...",ff498c903,5,4,5.333333333,playful,Mixed Breed,"Black, Brown"
836,2,Little Einstein,3,1,2,2,1,1,3,1,1,0,41327,664227141165f5ebfdb497554f2fd866,0,"Little Einstein is a joy to have. Gentle and playful, it will be a great addition to a family with children. Available in 3 locations: Ipoh, KL and P.Pinang",b859b9fa0,3,2,4,"mean,scared",Domestic Short Hair,"Black, White"
837,1,Fluffi,2,2,2,1,1,1,2,1,1,0,41326,8d413d99d41394f70d5c590253f80f54,0,These puppies are rescued in Sungai Long . They need a forever loving home . Please give them a chance =),47a5a9516,1,4,5,sad,Mixed Breed,"Brown, White"
838,2,BAO BAO&BEI BEI,96,2,2,2,1,1,1,1,2,0,41401,9a88d573d3a33c8fb96bfc69bbf902e5,0,"i feel very sorry that i am going overseas and canot be with them for quite a long term and there will be no boby taking care of them. hence, i decided to find a new home and someone who really loves them. BeiBei( the white one) lost one eye in year when she injured herself while playing, nothing has been affected, she is super cheerful and sticky to people. Bao Bao ( the grey one) she is abit proud, and is sticky and sweet to owner only. when there is strangers, she will hide up, but Bei Bei will definitely come over and try to gain attention. they grew up together since they were kitten, so definitely they cannot be seperated. anyone who is willing to adopt, you have to be willing to adopt both of them.",9cbc1fb81,5,0,7,playful,Mixed Breed,"Gray, White"
839,1,"Tiny, Chips, Freckles & Penny",1,3,2,1,2,1,2,1,4,0,41326,94277f6450c076189512e8c771956867,0,"They are almost 2 months old now (28.7.)... perfect age to be adopted. Tiny is the smallest, cutest, grumpiest and a lap puppy Chips our macho little Buddha, curious, enjoy belly rub & naps on sofa ( you got to get a mini sofa for this fellow) Freckles the Dalmatian look alike big boy, alert and pack with energy Penny also our Dalmatian look alike beauty the curious and with an abundance of energy playful girl This siblings are super friendly, love their toys, enjoy their meals, bursting with energy...they are looking for parents who have enough time to continue their training as they grows into a beautiful adult young dog. Like any puppies they needs lots of exercise, play time, and wee-wee time too (since they are pups they pee a lot right after they awake from nap or sleep). They needs to be PART OF THE PACK, spending time with you and getting lots of love and attention. A home visit will be conducted before they are released to their new family, and a follow up visit a month after adoption. Terms & Conditions for Adoption 1. Kept indoors as they a puppies 2. Must not be kenned unnecessarily 3. Must be given good food and access to clean water 4. Must be given medical care - vaccinations and the spaying/neutering (When they are at the right age) 5. Must be given lots of love and attention 6. Home visits will be conducted after adoption by appointment. Please Whatsapp or message our foster parent Ms Cindy at Thank you.",09db544ea,4,4,8.25,playful,Mixed Breed,"Black, Cream"
840,1,SPOTTY,4,2,2,1,2,2,2,1,1,0,41327,1d0b25a46e557cfd8bf9207ce7b0d054,0,I am finding for a perfect home for her to share her love. She is very loving and has black spots around her body.,648727065,10,3,7.75,playful,Mixed Breed,"Brown, White"
841,2,Charlie,11,1,2,1,2,2,2,1,1,0,41401,19e4cc2de2918fa5ec5695c5e10ca790,0,Kucing jalanan ni namanya Charlie.berumur 11 bulan..dia telah dijumpai dlm.keadaan tak bole jalan lepas kena langgar lari...lebih kurang sebulan yg lalu...Charlie sudah dirawat dan dijaga dgn sebaik2 nya..sekarang dia sudah pulih sepenuhnya dan bole jalan seperti sediakala...,21f095582,1,4,3,scared,Domestic Short Hair,Black
842,1,A2,2,1,2,2,2,1,2,1,1,0,41327,3223e1c4cb2bef48823ee5c604b9aa04,0,"Name of Pet: A2 Age: 2 months Breed: Mixed/Mongrel Gender: Male Location: Butterworth, Penang Contact: Tan () Email: mddb.",24e2e049e,1,2,7,playful,Mixed Breed,"Black, White"
843,2,Pepsi & Cola,1,2,2,2,2,2,2,1,2,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Pepsi and Cola were found behind my fren's house in Kota Damansara just before Merdeka. They were crying the whole night and believed to have been abandoned. No mother cat in sight. Pepsi should be renamed Dora as she is adventurous and feisty, always looking for an adventure. Cola has a short tail and is more quiet and gentle. Both are healthy, active and playful. Neutering and vaccination compulsory.",cfceafa8a,16,3,7,happy,Domestic Medium Hair,"Black, Brown"
844,1,Tuxedo,4,1,2,1,2,1,2,1,1,80,41326,650916f146e9e9173e15e7a12488e9ad,0,Found him u der the hot sun when he was about a month old. Mummy and siblings we nowhere in sight. Was in healthy condition. Fat puppy.,fb1adae2d,4,3,5,content,Mixed Breed,Black
845,1,Kiki,12,1,2,1,2,1,1,1,1,0,41336,31de822d0adce3e2dad7dcedfbee2ba8,0,"Kiki is a 1 year old full black male dog and has been nuetered. He gets along very well with other dogs and very playful. Anyone who would like to adopt him, kindly contact me at /. Free transportation can be arranged if you are from KL, Selangor, NS, Melaka or JB. p/s: No tying up or caging or letting him out without leash. Thank you..",083787e4a,4,2,6,content,Mixed Breed,Black
846,1,Tommy,1,1,2,2,2,2,2,1,1,0,41327,1d0b25a46e557cfd8bf9207ce7b0d054,0,crossbreed of rottweiler .....,1819e298c,5,1,5,timid,Mixed Breed,"Black, Brown"
847,1,Bobo's Puppies,1,3,1,1,2,1,2,1,5,0,41326,186ec67443d30746953da6b38195fc71,0,"These puppies were rescued at the opposite of new 'The Store', Seremban. We have rescued the mother dog as well but the mother dog no longer recognized the puppies. The puppies are healthy and playful. They can eat on their own and bottle-feed not necessary. Transportation can be arranged if you would like to adopt the puppies. Kindly contact me via mobile ( /) or email ().",b38e94f39,7,2,8,playful,Mixed Breed,"Black, Brown"
848,2,,2,1,2,2,2,2,2,1,1,0,41326,8ea09e98e301b22c6a2358af10f114d2,0,"Very adorable, active and well behaved and trained ___________________________ Thank you for adoption, hope he have a better home.",93a9cf943,2,1,6,playful,Domestic Short Hair,"Brown, Yellow"
849,2,Candy,5,2,1,1,2,1,2,1,1,0,41326,cec9711811ab76146d44bde97b857f09,0,"Candy is a quiet and sweet follower, she loves to follow human and seldom make noise. She is recovered from a bite of a neighbour's dog on 18th December . Dewormed on 20th Nov",ec8411943,12,3,7,timid,Mixed Breed,"Brown, Golden"
850,1,Puppy,2,2,1,1,2,2,2,1,1,0,41326,89809cadd1d902238f1199ebf6c4c91d,0,puppy is rescued dog and looking for good home and family.She is very friendly dog and she is still very young and need love.,6afc6acee,4,4,3.5,"sad,timid",Mixed Breed,"Black, Brown"
851,2,Soya,3,2,2,2,3,1,2,1,1,0,41401,b12c7ad8562ddf66d0b06b6933769906,0,"i rescue him at the drain , that day was raining.she is wet and her sound is loud . she have serious fungus and scabies on his tail, ears,face,feet, hand,i bring them to vet and she was gm(1 month old) i take care her now is recover. she like to play with whisky but she always the looser(whisky more strong),now he is 4 month years old i guest~ pls adopt her,she is active playful, like together with her brother (whisky).she is more independent then whisky, i staying in side hostel ,they have been force to move out from my hostel since /,i they now still stay in boarding .hope got ppl adopt this boy. i will pay the medical fees to neuter and vaccination",073484a7d,11,2,7,"happy,playful",Domestic Short Hair,"Black, White"
852,2,Notti,12,1,3,2,1,1,1,1,1,0,41326,b9ee99b79d382106af36eba5d362c364,0,"A very big cat of it's age. Notti is a very loyal companion, loves to be pampered :)",b2264970a,12,0,2,scared,Domestic Medium Hair,"Black, Brown"
853,1,Dutchess,1,2,2,1,2,1,2,1,1,0,41326,3b074cadd2350de62dca7056b9bab6f4,0,"This puppy has been rescued at Puncak Jalil PUJ3 in front of the empty shop lot. Dutchess is very adorable and really looking forward for a new home. All they want is LOVE and CARE from someone who can provide them a GOOD, LOVING, permanent home. Please take note that pups require a lot of care and patience. Not recommended for those with long working hours. Requirements for Adoption: ========================= Cost of vaccinations and neutering to be borne by adopter.Vaccinations and neutering/spaying at 6 months of age are COMPULSORY. If you are interested in adopting,kindly contact me by call or sms . Please do not submit an inquiry if you are not serious about adopting.",d17343468,11,2,10,happy,Mixed Breed,Brown
854,1,Coey,6,2,1,2,1,1,2,1,1,350,41401,bfb4f0a4616f4b658ba173f4d0d4a32d,0,"Active,playful,healthy,pee n poo outside - adopter must spay her - update status 1-2 time a month - can't give or sale for other people",4b628f538,2,1,8,happy,Poodle,Brown
855,1,Abby,156,2,2,2,1,1,3,1,1,0,41326,744fa4278196568a18fcf5cd7d324ed2,0,"Abby is 13 years old. The owner wants her euthanised because he is moving house. Please help to give her a home so that she can live out her natural life. She is healthy, gentle and still active, and has been a pet all her life. She is being boarded now, awaiting euthanasia. The owner has abandoned her. Poor Abby. Please help.",739cd2d34,1,2,5,sad,Mixed Breed,"Black, Brown"
856,2,,21,3,2,1,1,1,2,1,8,0,41326,51c70fead31eaed6f9c026b7b8966373,0,I have 4 adult cats and 4 kittens for adoption. They are loving and active. They are toilet trained to use the litter box.,cbf4de1e8,5,4,3,scared,Domestic Medium Hair,"Black, Brown"
857,1,George,6,1,1,1,2,1,2,1,1,0,41326,507af30fabc5c40d30ec7643e982e013,0,"He was dumped at 2 months old near my housing area, we rescued him as the housing area has residence purposely catch puppies for food. George will growth to a small- medium size dog, he got short limbs which make him very cute when walking. He is a bit timid now as we have other dogs, he is getting close to human and he is ready to go to a responsible dog owner if you are interested, please call Grace or",999d24492,2,0,2,sad,Mixed Breed,"Brown, Cream"
858,1,Puppy Girl,4,2,2,2,2,2,2,1,1,0,41330,f1c38819ddf73d5bf498d09ec869385d,0,"Found near roadside of Taiping Lake Gardens by itself,playing by the roadside in the rain. She is friendly but cautious, playful but quiet and is often calm and relaxed. A good energy level dog for families. She deserves a loving home.",8bb34f0bd,7,3,7,playful,Mixed Breed,"Black, Brown"
859,2,Pirate!,2,1,1,1,2,2,2,1,1,0,41401,f6080f1410be2e82effaa1b8f4dfb247,0,"I found it at Jalan Maarof (Friday, 6 April), alone, besides the dangerous road. I can not have pets at my condo, so I could not keep it (although I would really like too). He was scared at first but after caressing him, he started to purr... He was so small and extremely cute. Now he is with a new owner, Annie. I am sure he will be happy and healthy. I miss him but I am happy to know that he has found a new home! Thanks Annie!",3d13aab91,6,2,7,scared,Domestic Short Hair,Black
860,1,,3,1,2,1,1,1,2,1,1,0,41401,a881ab82bad8a88e35c3e28ad66a2cbd,0,Litters of a crossed breed mama dog. Super duper adorable. Please call for appointment. Only sincere adopters.,923a7163c,3,2,6.5,happy,Mixed Breed,"Golden, Cream"
861,1,"3 Brother (Daidi, Kingking & Ince)",10,1,2,2,1,1,2,1,3,0,41326,9b8539c30b692a962995f6c481bcb0e2,1,"I had rescued the dogs underneath the car last year. There was total 5 of them, the reason i adopted the 3 puppies due to i saw another 2 puppies death due to accident and famine. I got no choice to let go 3 of them due to I will moved to oversea for my job purpose for long time. Both of them are adorable, loyal, smart and clean. Sincerely seek help. You can take 1 or 2 of them, not necessary 3 of them together..as long as they can find their new home.",0adebbf21,12,4,6,sad,Mixed Breed,"Black, Golden"
862,1,Cute Puppies For Adoption,1,3,2,2,2,2,2,1,6,50,41401,430230aabdbdb7948efe8fb2fd94456b,0,Female dog gave birth to 8 little puppies. Looking for serious adopters who can take care of them. They are healthy and active.,0e61fe015,5,2,8.5,playful,Mixed Breed,"Black, Brown"
863,1,No Name,2,2,2,1,1,1,3,1,1,0,41401,d82bf7d7d9f0c06d3a4b0e23bfaec54c,0,Innocent Mongrel black puppy need forever home,04a555b91,2,4,3.5,"sad,timid",Mixed Breed,Black
864,2,,1,1,1,1,3,3,3,2,1,0,41401,698b2e61f325ea11eaa824381ecacd42,0,Found on road with a box on side,b558d016b,4,2,6,sad,Domestic Short Hair,"Black, Brown"
865,2,,9,2,2,1,3,3,3,1,1,0,41401,6211626837cfe200adeb6c6b385be694,0,"Dear Friends, if you are interested in having a cat, plz message me. The cat in the picture does not have any special breed but she needs a home and a good owner. She is in this cage from one week ago and it is kept by the management of the condo that I live in. The management said that MPPJ will come and collect it and we don't know what they will do to the cat. If any one is interested to help this poor creature can take her for free. She also might be pregnant but I am not sure. I have my own cat and I can not afford to take one more. Plz Help if you can.",b8fda5b3b,3,4,6,scared,Domestic Short Hair,Gray
866,1,BrownieBoy!,18,1,2,1,1,1,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,"Brownie is a bubbly boy, Very affectionate, very gentle, good watchdog, walks beside you when going for outings, never pulls, never have any destructive behaviour, very easy hassle free dog to have at home. no trouble no headache. very loving and great with families with young children.Superb temperament and also great for elderly people. Pls call me if you would like to give him a home.",e3acd4da3,6,3,8,happy,Mixed Breed,Brown
867,2,Smokey 2.0,20,2,1,1,2,1,1,1,1,30,41326,6f40a7acfad5cc0bb3e44591ea446c05,0,Loving cat loves to sleep n eat.,a80687cf1,3,4,8,content,Mixed Breed,"Brown, Cream"
868,1,Henna,5,2,2,2,1,1,1,1,1,0,41326,2e53c8cd2454a77eb195a039ee28b8f6,0,I am a mixed retriever. .and make me very intelligent. I am an adult. .don't bite things. I don't bark unless a stranger is near my owner's gate. I love children. Though cats are not my best friends but i won't disturb or kill them,4cc05c35d,8,4,5.5,"happy,timid",Mixed Breed,Black
869,2,Kittens For Adoption,3,2,2,1,2,1,2,1,2,0,41326,2c5118c93f6f86f48d22d6f183e765c7,0,"Two tame, young kittens up for adoption! Very cute and sweet, looking for a safe home and loving carers! Don't be shy to whatsapp or call me for further details!",0d4e58071,6,4,6,content,Tabby,"Brown, Cream"
870,2,Leia The Kitten,3,2,2,1,2,2,2,1,1,0,41326,5aca30a29e8290093fee2a334d65d835,0,"Leia was rescued at Downtown Condo. She is currently being fostered by my animal lover FB friend, Azrol. She is loving, adorable, playful and loves to kiss :) I think she will melt any cat lover's hearts. If you're thinking of sharing your life with a feline friend, how about welcoming Leia into your life? Kindly SMS me or you may contact Azrol via his FB at: Thank you.",84222fa53,2,2,3.5,playful,Mixed Breed,"Black, Golden"
871,2,Princess,3,2,1,2,2,1,2,1,1,100,41401,1553d03a6422ca418355d6f4022c23cf,0,"SHE'S HAPPY WITH HER NEW FAMILY TASHA Princess is our beloved cat need new home.I'm moving out to Sarawak soon, so i need to find new home for her. She's so active and playful. Diet with BLACKWOOD kitten.Well litter train. Adoption fee's RM is for her own item (I'M not selling my cat, ok.): 1. Cat IT Litter Box (bought at RM70) 2. Frontline Combo - 2 pipet (bought at rm56) 3. Cat IT Shampoo 4. Litter scoop 5. Cat Comb",87b753139,5,2,8.5,happy,Mixed Breed,"Brown, Golden"
872,1,Snowie-,35,2,2,2,2,1,1,1,1,50,41336,4436950a0688eb8e376bc00845099e19,0,#NAME?,a8cfbf446,2,2,8,happy,Mixed Breed,Golden
873,1,Beauty,2,2,2,2,2,2,2,2,1,150,41326,001e42763024f9d4abe31e79472b1827,0,Beauty is a very playful n cute. Easy to train as she's very greedy. She have mange n needs follow up treatment. Adopter hv to agree with spaying her,bd7f07424,2,4,5,sad,Mixed Breed,"Black, White"
874,1,Brownie,24,2,2,1,1,1,1,1,1,0,41326,8f134e3d652940e81072dd237d7a599c,0,The owner wants to put Brownie to sleep as he doesnt want to take care of her. She met an accident that caused one of her hind leg limping now. Overrall she is very healthy & friendly dog. Please give her a 2nd chance to live.,cd89328a8,1,3,7,sad,Mixed Breed,"Golden, Cream"
875,1,June,4,2,2,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,5bf976dd7,4,3,6,playful,Mixed Breed,"Black, Brown"
876,2,DoReMiFa,1,3,1,2,2,2,2,1,4,0,41326,e194190fa50fdc969ef1e4d063ea7851,0,"Anyone who are willing to give the kitten a home, please contact Mr.Ho",38c82bfc5,5,2,6,timid,Domestic Medium Hair,"Black, Yellow"
877,1,Roxie,1,2,2,2,2,2,2,1,1,0,41326,72da73fe3eec6c512cc04371f97760b5,0,"Roxie is very cute and healthy. SHe is looking for her forever home. Terms and conditions for adoption are: 1) MUST be spayed at 6 months 2) MUST NOT be caged or chained for long periods of time 3) MUST be provided with sufficient shelter from sun and rain 4) MUST be played with/walked everyday If you cannot fulfill the above conditions then you are not a suitable adopter for Roxie. If you do, then please do give me a call. Only serious adopters will be entertained.",8773f250c,9,2,10,happy,Mixed Breed,"Black, White"
878,1,Cotton,24,2,2,2,3,3,3,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Cotton was found in SS26 in mid-January with clean but matted fur. Can't find her owner so need to rehome her. Friendly and knows basic commands to sit, down and shake hands. Very affectionate and loves being with people. Suitable for indoors as she will just stick to you. But best for single-dog home as she is not friendly with other dogs. Weighs abt kgs, occasional grooming needed. Long fur but doesn't shed much. Adopter must spay her if she isn't already. Call if interested.",302eb3771,10,3,6.75,"playful,timid",Mixed Breed,White
879,1,Apple & Micky: 2 Female Rottweilers,36,2,3,1,1,1,1,1,2,0,41401,8e2207f744c7b5fe18f96aa72ba94ee1,0,"Hi everyone, These two female dogs (both around 3 years old) were abandoned by their breeder when they were diagnosed with heartworms. However, our friend Sam has rescued and fully treated them and they are now completely healthy and heartworm-free! Sam has been fostering these two dogs for the last 6 months and needs someone to adopt them for good. Both of them are extremely FRIENDLY and playful and love to meet new people (not suitable for guard dog). They need a loving family and home. Let me know if you think you can provide a good home! Note: There will be a fee to help cover the medicine, neutering and vaccination costs Sam already paid for. He also regularly takes in and treats stray dogs so feel free to donate a little extra if you feel kind and want to help the cause! :)",0d4b69793,4,2,2,happy,Rottweiler,"Black, Brown"
880,1,M6,2,2,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,a77b63ee1,8,3,6,timid,Mixed Breed,Cream
881,2,KAKAK,2,2,2,1,2,1,3,1,1,0,41326,167119eeb94dec6c615c602952c527c8,0,"KAKAK gelaran saya bagi sebab dia paling protect adik adik. Sayang kat adik adik. KAKAK dibuang bersama dgn 2 lagi adik atas alasan ""encik hubby tak suka lah"". Amat lincah, aktif dan garang kalau ada yang cuba kacau adik adiknya. Tapi bila dapat main...hmm..lupa diri dah. Seronok dia la yang lebih lebih. Kadang tu dah macam perangai kucing jantan dah. Paling kecoh kalau kena kurung waktu malam. Suruh tidor je. Selera makan ok je. Dirumah saya sekarang seminggu sekali, saya akan belanja anak anak bulus makan wetfood. Bak kata jamuan wet wet. Hari lain kibbles sahaja. Muka KAKAK comel. Ditambah lagi perangai dia lagii laarr comel. Badan dia pun sedap sedap je. Tak gemuk sgt dan tak pula kurus sangat. Pada yang berhasrat untuk ambil KAKAK, saya harap dapat jaga KAKAK dengan baik. Pesanan saya agar KAKAK di kembirikan bila cukup masa nanti. Jangan dibiarkan dia melahirkan UNWANTED KITTEN yang seterusnya menambahkan lagi bilangan strays yang ada. Mereka ni dah cukup derita hidup di dunia luar sebagai gelandangan. Sebarang pertanyaan mengenai KAKAK boleh hubungi saya melalui sms/call/whatsapp sahaja.",dd4196a55,5,2,5.5,playful,Domestic Medium Hair,"Black, Brown"
882,2,Burmish Kitten,2,2,2,1,2,1,2,1,1,150,41326,d7cfc144e0649ad8e9acc77eec170cd4,0,This kitten is the orphaned kitten. Potty trained .Food ..royal canin kitten or other kitten food. Very playful and cute kitten . Need a caring person who can love her forever.,fac4ca24b,4,1,6,content,Mixed Breed,Cream
883,1,JENIFFER,1,2,2,1,2,2,1,1,1,0,41326,13733222f015ec6a0017c3c0527738ff,0,"WISH TO FIND THEM A HOME LOCATION , PUCHONG UTAMA,SELANGOR KINDLY CONTACT",bdb5b7ecb,3,1,7,timid,Mixed Breed,Brown
884,2,Baby,3,1,2,2,2,1,2,1,1,0,41326,f2dec89db8375442ad747297f30d8786,0,Baby is a playful active kitten.I have to give him away as i have developed an allergy to cats.I hope he finds someone to take good care of him.,57aa560b5,3,4,6,timid,Domestic Medium Hair,"Golden, White"
