,PetID,AdoptionSpeed,Type,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,State,Breed,Colors
3009,5af078de1,3,2,2,2,2,1,2,1,2,1,1,0,0,3.0,41330,Tabby,"Brown, White"
3010,5b22f97b3,3,1,2,1,2,1,1,1,2,1,1,0,0,10.0,41326,Mixed Breed,"Black, Brown"
3011,0fe10670c,1,2,1,2,1,1,2,2,2,1,1,0,0,6.0,41326,Domestic Short Hair,Gray
3012,1fc6f94cc,4,1,84,2,2,2,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,Black
3013,282f456cb,3,1,1,1,2,1,3,3,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
3014,5b269c6aa,2,2,1,2,1,1,2,1,2,1,6,0,0,1.0,41326,Domestic Short Hair,Brown
3015,baf49463a,3,1,1,3,2,1,2,2,2,1,2,100,0,6.0,41326,Mixed Breed,"Black, Brown"
3016,db4a0242a,3,1,24,2,3,1,1,1,1,1,1,0,0,3.0,41326,Mixed Breed,Brown
3017,3760c73b1,4,1,2,2,1,2,2,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, White"
3018,6198e214e,2,2,12,1,1,2,3,3,3,2,1,1,0,5.0,41401,Domestic Medium Hair,"Gray, White"
3019,eef0fa0ef,2,2,1,3,1,1,2,2,2,1,2,0,0,3.0,41326,Domestic Short Hair,"Black, Brown"
3020,53037f091,4,1,6,3,2,1,1,1,1,1,2,0,0,8.0,41326,Mixed Breed,"Brown, Golden"
3021,6316b9647,2,1,12,1,1,2,3,3,2,1,1,0,0,2.0,41326,Poodle,Cream
3022,80e8288c9,0,1,24,2,1,1,1,1,2,1,1,200,0,5.0,41324,Poodle,White
3023,8abd212c6,3,2,1,3,1,1,2,1,2,1,3,0,0,9.0,41326,Domestic Short Hair,"Black, Yellow"
3024,082c6dee3,2,2,1,3,1,1,2,2,2,1,10,0,0,3.0,41326,Siamese,"Black, Golden"
3025,2e65d72c2,2,2,3,2,2,2,2,2,2,1,1,50,0,5.0,41326,Mixed Breed,"Black, Golden"
3026,46b2782d5,2,1,5,2,2,2,2,2,2,1,1,0,0,2.0,41401,Mixed Breed,"Yellow, Cream"
3027,61c5987cd,1,2,1,3,2,2,2,2,2,1,2,0,0,25.0,41326,Domestic Medium Hair,"Gray, White"
3028,2f3ff5116,2,1,9,1,2,2,2,1,2,1,1,0,0,2.0,41401,Mixed Breed,Black
3029,cbd066eaf,2,2,1,3,2,2,2,2,2,1,4,0,0,4.0,41326,Domestic Short Hair,"Black, Cream"
3030,5e7b512bb,4,1,2,1,2,2,1,1,2,1,1,0,0,2.0,41401,Mixed Breed,"Black, Brown"
3031,ce2319154,4,2,4,2,1,1,1,1,2,1,1,100,0,1.0,41335,Domestic Short Hair,Brown
3032,215b68785,3,2,60,2,2,2,1,1,1,1,2,0,0,2.0,41327,Mixed Breed,"Black, Gray"
3033,11948e0ef,4,1,12,1,2,2,1,1,1,1,1,0,0,6.0,41330,Mixed Breed,"Brown, White"
3034,fd7811109,4,1,1,3,2,2,2,3,2,1,7,250,0,1.0,41401,Mixed Breed,Gray
3035,bfdde77ff,2,1,1,2,1,1,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,Cream
3036,99a705efe,4,2,3,1,2,1,3,3,3,1,1,0,0,0.0,41401,Domestic Short Hair,"Brown, Gray"
3037,48088c0e2,4,2,4,2,1,1,2,1,2,1,1,0,0,3.0,41327,Domestic Short Hair,"Black, White"
3038,944a5fec2,2,1,84,1,2,2,1,1,1,1,1,100,0,1.0,41326,Mixed Breed,"Gray, White"
3039,c47497b30,4,2,4,2,2,1,3,3,2,1,1,50,0,1.0,41326,Domestic Short Hair,"Cream, Gray"
3040,0c3cb3d44,2,1,96,1,1,3,2,2,2,1,1,20,0,1.0,41327,Mixed Breed,Gray
3041,858f4c013,1,2,1,3,1,1,2,2,2,1,7,0,0,1.0,41326,Domestic Short Hair,"Brown, Cream"
3042,7b1211e80,4,1,24,2,3,1,1,1,3,1,1,100,0,2.0,41327,Mixed Breed,Brown
3043,6ae5689d3,2,1,1,3,2,1,2,2,2,1,4,0,0,2.0,41326,Mixed Breed,"Black, Brown"
3044,ed8e10562,3,2,5,3,1,1,2,2,2,1,4,0,0,6.0,41326,Domestic Short Hair,"Black, Gray"
3045,6ac38f654,2,2,5,1,2,1,2,1,2,1,1,150,0,5.0,41326,Domestic Short Hair,"Yellow, White"
3046,4b69bf0e7,2,1,1,2,2,1,2,2,2,1,1,0,0,5.0,41401,Mixed Breed,"Black, Brown"
3047,a94db6dc4,3,2,2,1,1,1,2,1,2,1,1,0,0,5.0,41401,Domestic Short Hair,"Yellow, White"
3048,62613fb88,1,1,96,2,3,1,3,3,3,1,1,0,0,2.0,41336,Great Dane,"Black, Brown"
3049,f05a5801b,4,2,6,2,2,2,3,3,1,1,1,0,0,2.0,41326,Tuxedo,"Brown, Golden"
3050,ad160afc4,1,1,24,2,2,3,1,1,3,1,1,0,0,0.0,41336,Schnauzer,"Black, Brown"
3051,435bb3995,0,1,2,1,2,1,2,2,2,1,3,0,0,1.0,41326,Mixed Breed,Black
3052,f7c487e58,4,1,12,2,2,1,2,2,1,1,1,0,0,5.0,41326,Mixed Breed,"Brown, Golden"
3053,037b1c131,1,1,1,2,2,1,2,2,2,1,1,0,0,4.0,41326,Mixed Breed,"Black, Brown"
3054,dd9bf8c28,2,2,36,2,3,1,1,1,1,1,1,0,0,2.0,41326,Domestic Short Hair,"Brown, Cream"
3055,776f7e340,2,1,3,2,2,1,2,2,2,1,1,0,0,3.0,41401,Mixed Breed,Brown
3056,6846c8719,2,2,2,2,1,2,3,3,2,1,1,0,0,3.0,41326,Mixed Breed,"Brown, White"
3057,0008c5398,3,2,6,1,2,2,1,1,1,1,1,100,0,6.0,41326,Domestic Medium Hair,"Yellow, White"
3058,81d404558,4,1,4,2,2,1,2,2,2,1,2,0,0,2.0,41326,Mixed Breed,Brown
3059,fd9489e42,4,2,15,1,2,1,1,1,1,1,1,0,0,1.0,41326,Domestic Short Hair,"Black, White"
3060,de61ca522,4,1,8,2,1,1,1,1,1,1,1,0,0,4.0,41327,Mixed Breed,"Gray, White"
3061,68a4cd579,1,1,2,2,2,1,1,1,2,1,1,0,0,4.0,41326,Mixed Breed,"Black, Cream"
3062,ff47b9a27,1,1,2,1,2,1,2,2,2,1,1,1,0,9.0,41336,Mixed Breed,"Black, White"
3063,e985acab0,4,1,1,3,1,1,2,2,2,1,7,0,0,5.0,41332,Mixed Breed,"Black, Brown"
3064,25fce0465,4,1,3,2,2,2,2,2,2,1,1,0,1,4.0,41326,Mixed Breed,"Brown, Cream"
3065,585a705fc,1,1,48,1,2,1,3,3,2,2,1,0,0,2.0,41401,Poodle,Brown
3066,ba433a9d3,4,2,5,1,2,2,2,1,2,1,1,0,0,1.0,41330,Domestic Medium Hair,"Golden, Cream"
3067,455d243eb,3,2,3,2,1,1,1,1,2,1,1,0,0,3.0,41401,Domestic Short Hair,"Black, White"
3068,76c073021,2,1,1,2,2,2,2,2,2,1,1,0,0,5.0,41401,Mixed Breed,Black
3069,09898b12e,2,1,2,2,2,1,1,1,2,1,1,0,1,5.0,41326,Mixed Breed,Brown
3070,813bfdc93,1,2,1,1,2,1,2,2,2,1,1,50,0,4.0,41326,Domestic Short Hair,"Black, Gray"
3071,01ce66bd5,1,2,2,1,1,1,2,2,3,1,2,0,0,5.0,41401,Mixed Breed,"Black, White"
3072,39afc4a19,2,1,17,1,2,1,1,1,2,1,1,0,0,0.0,41326,Rottweiler,Black
3073,0ae5f9681,2,2,17,2,2,2,2,2,2,1,1,40,0,3.0,41326,Persian,"Cream, White"
3074,bfa54aa27,2,1,3,3,2,2,2,2,2,1,2,0,0,1.0,41326,Mixed Breed,"Brown, Cream"
3075,3bc84c4a9,2,1,12,1,2,1,3,3,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Cream"
3076,d7d1cf92c,2,1,72,2,2,2,1,1,2,1,1,0,0,3.0,41326,Spitz,White
3077,220e9aa26,4,1,36,2,3,1,1,1,2,1,1,0,0,4.0,41324,Mixed Breed,Black
3078,269caf235,2,1,84,2,2,3,1,1,2,1,1,0,0,2.0,41327,Golden Retriever,"Golden, White"
3079,0a30968a3,1,1,1,3,2,1,2,1,2,1,4,0,0,1.0,41401,Mixed Breed,"Black, Brown"
3080,e625fc4f4,3,1,2,2,2,2,1,1,2,1,1,0,0,1.0,41401,Mixed Breed,"Black, White"
3081,099115d38,2,1,1,2,2,1,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,Brown
3082,22f3c3543,3,2,4,1,2,2,1,1,2,1,1,0,0,3.0,41327,Mixed Breed,"Black, White"
3083,97450a196,2,2,3,2,2,2,2,2,2,1,1,0,0,3.0,41401,Domestic Medium Hair,"Golden, White"
3084,fe7e662c5,3,1,3,1,2,1,2,2,2,1,1,0,0,2.0,41401,Mixed Breed,Black
3085,41ee53918,2,2,3,2,1,1,1,1,2,1,1,0,0,3.0,41401,Tabby,"Black, Brown"
3086,bd4059588,4,1,1,3,2,1,2,1,2,1,2,0,0,1.0,41401,Mixed Breed,"Golden, Cream"
3087,f41a7de83,4,1,8,2,2,1,1,1,1,1,1,0,0,2.0,41336,Mixed Breed,Gray
3088,b7a19c5ac,2,2,1,3,2,1,2,2,2,1,4,0,0,1.0,41401,Domestic Short Hair,"Black, White"
3089,7ed3e206a,2,1,3,2,2,1,1,1,2,1,1,0,0,5.0,41326,Mixed Breed,Brown
3090,c7c489413,1,2,1,1,1,1,2,2,2,1,2,0,0,9.0,41326,Domestic Short Hair,"Gray, White"
3091,aac9127c5,2,1,12,1,3,2,3,3,3,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
3092,3c6f9a4e7,1,2,1,2,1,1,1,1,1,1,3,0,0,2.0,41326,Domestic Short Hair,White
3093,271bb0de8,2,1,12,2,1,1,3,3,3,1,1,0,0,2.0,41401,Chihuahua,Gray
3094,14580436c,2,1,18,2,2,2,2,1,2,1,1,0,0,3.0,41401,Mixed Breed,"Brown, White"
3095,f08275fdc,2,1,5,1,2,1,1,1,2,1,1,0,0,3.0,41330,Mixed Breed,Brown
3096,d9dcad5b4,2,2,3,3,2,2,2,2,2,1,4,0,0,5.0,41401,Mixed Breed,"Yellow, Cream"
3097,7d7fddaed,1,2,2,1,3,1,2,2,2,1,3,0,0,4.0,41326,Mixed Breed,"Black, Brown"
3098,5242038c7,3,1,2,3,2,2,1,1,2,1,3,0,0,20.0,41326,Mixed Breed,"Black, Brown"
3099,1f64d3191,4,1,1,2,1,1,2,2,2,1,1,0,0,2.0,41326,Mixed Breed,Brown
3100,916165c1b,1,2,1,1,2,1,2,1,2,1,1,50,0,5.0,41326,Mixed Breed,"Black, Brown"
3101,843910e74,2,1,36,1,2,1,1,1,1,1,1,0,0,4.0,41327,Mixed Breed,"Black, White"
3102,3cb6e5957,1,2,12,2,2,1,2,2,2,1,1,0,0,2.0,41401,Mixed Breed,"Brown, Cream"
3103,f18d332de,4,1,24,1,2,2,3,3,3,1,1,0,0,2.0,41326,Mixed Breed,Cream
3104,35d860fe5,3,1,3,2,3,1,3,3,2,1,2,0,0,2.0,41401,Mixed Breed,"Black, Brown"
3105,0e47fe631,3,2,1,1,3,2,3,3,3,1,1,0,0,8.0,41327,Siamese,"Brown, Gray"
3106,3b1009a30,4,2,2,2,1,1,3,3,3,1,1,0,0,4.0,41401,Siamese,"Brown, White"
3107,523912c83,1,2,6,1,1,1,2,2,2,1,1,0,0,3.0,41401,American Shorthair,"Yellow, White"
3108,70b7cb06d,4,2,7,1,2,1,2,1,2,1,1,0,0,1.0,41326,Domestic Short Hair,"Gray, White"
3109,c42153e51,3,1,1,2,2,1,2,1,2,1,1,0,0,1.0,41326,Mixed Breed,Cream
3110,d6b97e7ca,4,1,2,1,2,2,2,1,2,1,1,0,0,1.0,41330,Mixed Breed,Cream
3111,5bd725e47,3,1,3,3,3,1,3,3,3,1,3,0,0,12.0,41326,Mixed Breed,"Black, Brown"
3112,e995f65fc,4,2,11,1,2,1,2,2,2,1,1,0,0,3.0,41332,Domestic Short Hair,"Golden, White"
3113,bea39d7ec,3,2,2,1,2,1,3,1,2,1,1,0,0,1.0,41332,Domestic Medium Hair,"Brown, Golden"
3114,abc9c4207,1,2,1,1,1,1,2,2,2,1,1,0,0,5.0,41401,Domestic Short Hair,"Black, Cream"
3115,cf44e1a59,2,2,4,1,2,2,1,1,2,1,1,0,0,2.0,41326,Domestic Short Hair,Golden
3116,22de1a590,2,1,1,1,2,1,2,2,2,1,1,20,0,1.0,41327,Mixed Breed,"Black, Brown"
3117,194acc3f9,2,1,1,2,2,2,2,2,2,1,3,0,0,4.0,41326,Mixed Breed,"Black, Brown"
3118,399cacd30,4,2,6,1,2,1,1,1,2,1,1,0,0,1.0,41332,Domestic Short Hair,"Brown, White"
3119,81eb7857d,4,2,2,2,2,1,2,2,2,1,1,20,0,1.0,41326,Domestic Short Hair,"Black, Brown"
3120,4657ae5ac,0,2,1,1,2,2,2,2,2,2,1,0,0,3.0,41326,Oriental Long Hair,"Black, Brown"
3121,8ead3a355,4,2,2,2,1,1,2,2,2,1,1,0,0,3.0,41401,Domestic Short Hair,Black
3122,ba804d3fa,2,1,12,1,2,1,3,3,3,1,1,0,0,3.0,41327,Mixed Breed,"Black, Golden"
3123,d899c9ef7,4,1,24,1,3,2,1,1,1,1,1,30,0,4.0,41332,Mixed Breed,Black
3124,06634513c,2,2,2,1,2,2,2,2,2,1,4,0,0,1.0,41326,Domestic Medium Hair,"Black, Gray"
3125,67f174628,4,1,5,2,2,1,1,1,1,1,1,0,0,4.0,41401,Mixed Breed,Cream
3126,ecba82fc3,3,1,1,2,2,1,2,2,2,1,1,0,0,10.0,41326,Mixed Breed,"Cream, White"
3127,7e19f2890,2,2,14,1,2,2,1,1,1,1,1,0,0,3.0,41401,Siamese,"Brown, Cream"
3128,7e2ce5b3e,2,1,2,2,2,1,2,2,2,1,1,0,0,6.0,41326,Mixed Breed,"Black, White"
3129,258026ebe,3,2,2,3,1,1,1,1,3,1,2,0,0,2.0,41345,Turkish Van,"Black, White"
3130,29d752f7f,4,1,7,2,1,1,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
3131,64ea61ea7,4,2,0,1,1,1,2,2,2,1,1,0,0,2.0,41326,Domestic Short Hair,Black
3132,3060de782,1,2,5,1,2,3,2,1,2,1,1,80,0,7.0,41326,Mixed Breed,"Brown, Golden"
3133,b3f1c8d27,4,2,6,3,2,2,2,2,2,1,2,0,0,3.0,41326,Domestic Medium Hair,"Black, White"
3134,d0566e4db,4,1,3,1,2,1,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,"Black, Brown"
3135,dc589864d,3,1,3,2,2,1,2,2,2,1,1,0,0,5.0,41326,Mixed Breed,"Brown, White"
3136,49f3710f9,4,1,12,1,2,2,1,1,1,1,1,0,0,6.0,41336,Mixed Breed,"Black, Brown"
3137,4d4c7be64,3,1,1,3,2,2,2,2,2,1,4,0,0,4.0,41326,Mixed Breed,Brown
3138,ada57411b,2,1,2,2,2,2,3,3,2,1,1,0,0,3.0,41326,Mixed Breed,"Black, Brown"
3139,e90451ea4,1,1,2,2,1,2,2,2,2,1,3,0,0,5.0,41335,Mixed Breed,"Black, White"
3140,cc13183c3,3,2,1,2,2,1,2,1,2,1,3,50,0,8.0,41327,Domestic Short Hair,"Black, White"
3141,be21567c3,4,2,2,1,2,3,2,1,2,1,1,0,0,2.0,41326,Domestic Long Hair,"Golden, White"
3142,1e72112bc,3,1,21,1,1,1,2,2,2,1,1,500,0,1.0,41326,Pug,"Black, Brown"
3143,9bfb6a77f,2,1,1,3,2,1,2,2,2,1,6,0,0,4.0,41326,Mixed Breed,"Black, Brown"
3144,7013035d9,3,1,2,2,2,1,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,"Black, Brown"
3145,6c4d7b09f,1,1,36,1,1,1,1,1,2,1,1,0,0,1.0,41401,Schnauzer,White
3146,be3247b2c,3,1,2,2,2,2,3,3,2,1,1,0,0,3.0,41326,Mixed Breed,"Black, Brown"
3147,0ff7245bd,1,1,52,1,2,2,1,1,2,1,1,100,0,5.0,41401,Husky,"Black, Cream"
3148,26b70a13a,1,2,2,2,2,1,2,1,2,2,1,0,0,6.0,41401,Domestic Short Hair,"Gray, White"
3149,40309f25c,2,1,2,1,2,1,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
3150,419267690,3,2,18,3,2,2,2,2,2,2,4,0,0,3.0,41326,Domestic Short Hair,"Black, Golden"
3151,a44b2389a,4,1,4,1,2,2,1,2,1,1,1,0,0,2.0,41326,Mixed Breed,Golden
3152,600f8eb25,1,2,1,1,1,1,2,1,2,1,1,0,0,4.0,41326,Domestic Short Hair,"Black, Cream"
3153,1cd363542,1,2,3,2,1,1,1,1,2,1,1,0,0,3.0,41401,Domestic Short Hair,White
3154,d4bb8cf0a,2,1,60,2,2,2,3,3,1,1,1,0,0,4.0,41326,Shih Tzu,"Black, White"
3155,06904db12,2,2,4,1,1,1,2,1,2,1,2,0,0,1.0,41324,Domestic Short Hair,"Black, Golden"
3156,f98b9d62a,1,2,3,1,2,1,2,2,2,1,1,0,0,3.0,41326,Mixed Breed,"Golden, Yellow"
3157,92586e5a3,3,1,36,1,4,2,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,Golden
3158,9f3fc8a95,3,2,12,1,2,2,3,1,2,1,1,100,0,4.0,41326,Mixed Breed,"Black, Golden"
3159,4989496c6,2,2,3,1,1,1,1,1,2,1,1,0,1,4.0,41327,Mixed Breed,"Black, Gray"
3160,df3756483,4,2,17,3,2,2,2,2,2,1,4,0,0,4.0,41401,Domestic Short Hair,"Brown, Gray"
3161,46bb277b5,3,1,1,3,3,1,2,2,2,1,8,0,0,4.0,41326,Mixed Breed,"Black, Brown"
3162,35c761c35,3,2,3,3,2,1,2,2,2,1,4,0,0,4.0,41335,Domestic Medium Hair,"Brown, Yellow"
3163,30fac18f7,4,2,2,1,1,1,2,2,2,1,1,50,0,2.0,41326,Domestic Short Hair,Cream
3164,3d9a62b53,2,1,48,2,1,2,1,1,1,1,1,250,0,4.0,41326,Poodle,Cream
3165,51226d067,2,1,2,2,2,1,1,1,2,1,1,0,0,5.0,41326,Mixed Breed,"Brown, Cream"
3166,24dfcc985,4,1,5,2,2,2,3,1,1,1,1,0,0,5.0,41327,Mixed Breed,"Golden, Yellow"
3167,807ea3b72,2,1,4,2,1,1,1,1,3,1,1,0,0,2.0,41326,Mixed Breed,White
3168,f432156e6,1,2,4,1,2,1,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,Black
3169,e932a94c6,3,1,24,1,2,1,3,3,3,1,1,0,0,3.0,41336,Mixed Breed,"Black, Yellow"
3170,1347325db,0,2,4,2,3,2,2,2,2,1,1,0,0,7.0,41401,Domestic Medium Hair,"Black, Brown"
3171,11d50c573,4,1,31,2,1,1,1,1,1,1,1,80,0,5.0,41326,Mixed Breed,"Golden, Cream"
3172,6b53bf64d,2,2,4,1,1,1,1,1,2,1,1,0,0,5.0,41326,Domestic Short Hair,"Brown, Cream"
3173,24750a30f,4,2,54,1,2,1,1,1,1,1,1,0,0,2.0,41401,Domestic Short Hair,"Golden, Yellow"
3174,110242085,4,2,7,1,2,1,1,1,1,1,1,0,0,3.0,41401,Domestic Short Hair,Golden
3175,a2c44393c,2,1,2,3,2,1,2,2,2,1,6,0,0,6.0,41401,Mixed Breed,"Black, Yellow"
3176,e998d6d60,2,2,4,2,1,1,1,1,2,1,1,400,0,4.0,41401,Siamese,"Brown, White"
3177,7112952b7,2,2,2,3,2,1,1,1,3,1,3,0,0,4.0,41327,Domestic Short Hair,"Black, Brown"
3178,f86f15c15,4,1,36,2,1,2,3,3,3,1,1,0,0,1.0,41327,Mixed Breed,Brown
3179,8cccc67d4,3,2,8,2,2,2,1,1,2,1,1,200,0,3.0,41326,Mixed Breed,Brown
3180,9d4f21d40,2,2,36,2,2,1,2,1,1,1,1,0,0,16.0,41326,Domestic Short Hair,"Cream, Gray"
3181,eddd81378,0,1,14,1,2,2,2,2,2,1,1,0,0,4.0,41326,Mixed Breed,White
3182,30917edfa,3,1,31,1,2,1,1,1,2,1,1,400,0,1.0,41326,Beagle,"Brown, White"
3183,ec40d007f,3,1,2,2,2,1,2,2,2,1,1,0,0,8.0,41326,Mixed Breed,Cream
3184,ba8ead296,4,1,17,1,2,1,1,1,2,1,1,155,0,0.0,41401,Shih Tzu,White
3185,ed7c0ebb1,3,1,46,2,1,3,1,1,1,1,1,0,0,1.0,41401,Poodle,"Cream, White"
3186,f4ea05a34,0,2,2,1,1,2,2,2,2,1,1,0,0,2.0,41336,Mixed Breed,"Black, Brown"
3187,fb9474822,4,2,2,2,1,1,2,2,2,1,1,0,0,2.0,41326,Domestic Short Hair,"Black, Gray"
3188,45e750d0d,1,2,3,2,2,1,1,1,1,1,1,0,0,10.0,41326,Domestic Short Hair,"Black, Golden"
3189,bd6528981,4,1,2,1,1,1,3,3,3,1,1,0,0,1.0,41326,Mixed Breed,"Brown, White"
3190,6bf08dced,3,1,1,1,2,2,1,1,2,1,1,0,0,8.0,41326,Mixed Breed,"Black, Golden"
3191,5fd83540b,3,2,1,2,2,1,2,2,2,1,1,0,0,1.0,41326,Domestic Short Hair,"Yellow, White"
3192,63adeea51,4,1,2,3,2,1,2,2,2,1,5,0,0,5.0,41327,Mixed Breed,"Black, Yellow"
3193,b70d0abec,4,2,17,3,3,2,1,1,1,1,2,0,0,5.0,41401,Domestic Medium Hair,Golden
3194,a7f58a6e4,3,2,7,1,3,2,2,1,2,1,1,70,0,5.0,41326,Mixed Breed,"Black, White"
3195,ce5bb821a,4,1,120,2,2,2,2,2,1,1,1,0,0,1.0,41324,Mixed Breed,Brown
3196,4cc55b081,4,2,1,3,2,1,2,2,2,1,2,0,0,14.0,41401,Mixed Breed,"Brown, Golden"
3197,d0b98e001,1,1,36,2,2,2,1,1,2,1,1,0,0,2.0,41326,English Cocker Spaniel,Brown
3198,5afb6da05,4,2,9,1,2,1,2,2,2,1,1,0,0,1.0,41401,Domestic Short Hair,Golden
3199,832a83f42,2,2,2,1,3,2,1,1,2,1,1,0,1,4.0,41401,American Shorthair,Golden
3200,2ca18c1e3,2,2,5,1,1,1,3,3,3,1,1,0,0,9.0,41326,Domestic Short Hair,"Black, Brown"
3201,3e158c21e,4,1,50,1,2,1,2,2,1,1,1,0,0,3.0,41336,Mixed Breed,Brown
3202,85587ad13,4,2,16,2,2,1,2,1,1,1,1,0,0,10.0,41326,Domestic Short Hair,"Gray, White"
3203,1cccac540,1,1,1,2,2,1,3,3,3,1,1,0,0,3.0,41326,Mixed Breed,"Brown, White"
3204,7131cab79,2,1,3,2,2,2,2,1,2,1,1,100,0,10.0,41326,Mixed Breed,"Black, Brown"
3205,daa05bb76,1,2,24,2,2,3,1,1,1,1,2,150,0,1.0,41336,Domestic Long Hair,Brown
3206,a9f6ed0cb,2,1,48,1,3,1,1,1,1,1,1,100,0,4.0,41332,Mixed Breed,"Black, White"
3207,f80bf9a51,2,1,2,2,2,1,2,2,2,1,4,0,0,1.0,41326,Mixed Breed,"Black, Brown"
3208,dc88ebe46,0,1,6,1,3,3,1,1,2,1,1,0,0,1.0,41326,Golden Retriever,Golden
3209,65e75b92e,1,1,2,3,2,1,2,2,2,1,6,0,0,5.0,41326,Mixed Breed,"Black, Brown"
3210,5bd0c6dc7,2,1,2,2,2,2,2,2,2,1,1,0,0,1.0,41330,Mixed Breed,"Black, Cream"
3211,b4d54e67c,1,1,2,1,2,1,2,2,2,1,1,0,0,1.0,41401,Mixed Breed,Brown
3212,495528ba4,2,2,9,1,2,2,2,1,2,1,1,10,0,3.0,41401,Mixed Breed,Gray
3213,e8020cb33,3,2,6,3,1,1,2,1,2,1,2,0,0,1.0,41336,Tabby,"Gray, White"
3214,4c6048341,1,2,0,3,1,2,2,2,2,1,3,0,0,7.0,41326,Domestic Medium Hair,"Black, Brown"
3215,1b91e1082,2,1,2,2,2,1,1,1,2,1,1,0,0,8.0,41326,Mixed Breed,Brown
3216,b4d341b10,2,1,4,1,2,2,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,"Brown, White"
3217,c36ffffdc,3,1,11,2,1,1,3,1,2,1,1,0,0,6.0,41401,Mixed Breed,"Brown, Cream"
3218,6697a7f62,4,1,3,1,2,2,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
3219,27e74e45c,2,2,3,3,1,1,2,1,2,1,3,0,0,11.0,41401,Domestic Short Hair,"Black, Yellow"
3220,cc3fe68d2,2,1,3,2,2,2,1,1,2,1,1,50,0,1.0,41326,Mixed Breed,"Brown, White"
3221,c1278fe60,2,2,4,1,2,1,2,1,1,1,1,0,0,2.0,41326,Domestic Short Hair,Brown
3222,eb3d2466f,0,2,10,2,2,3,3,3,3,1,1,0,0,3.0,41401,Domestic Long Hair,"Golden, Gray"
3223,d0b74ed53,4,2,1,3,1,2,2,2,2,1,5,0,0,1.0,41326,Domestic Medium Hair,"Black, Cream"
3224,dbaa03313,1,1,48,1,1,3,1,1,3,2,1,0,0,4.0,41326,Schnauzer,White
3225,4bce78644,4,1,4,3,2,2,1,1,1,1,3,0,0,3.0,41326,Mixed Breed,Brown
3226,9296c9064,3,1,10,1,2,1,2,2,2,1,1,0,0,9.0,41326,Mixed Breed,"Black, Brown"
3227,92ee0c92b,3,2,2,1,2,2,1,1,2,1,1,0,0,11.0,41326,Domestic Short Hair,"Black, White"
3228,c66f97de2,3,1,5,2,1,1,1,1,2,1,1,0,0,4.0,41326,Mixed Breed,"Black, White"
3229,1db76bd72,3,1,5,2,2,1,1,1,1,1,1,0,0,5.0,41326,Mixed Breed,White
3230,0025a8313,4,2,26,2,2,2,1,1,2,1,1,0,0,2.0,41326,Domestic Medium Hair,Gray
3231,cb7bfedd5,2,1,15,1,2,3,3,3,3,1,1,0,0,2.0,41326,Spitz,White
3232,4103336dd,2,1,8,1,2,2,3,3,3,1,1,0,0,1.0,41401,Mixed Breed,White
3233,2e417850b,2,2,7,3,2,2,1,1,2,1,2,250,0,16.0,41401,Mixed Breed,"Brown, White"
3234,3ba7056bb,2,1,1,1,2,1,3,1,2,1,1,0,0,2.0,41326,Mixed Breed,Brown
3235,bbf3097d0,1,2,2,2,2,1,2,2,2,1,1,0,0,3.0,41326,Siamese,Brown
3236,ad8b02fcc,2,1,3,2,2,1,2,1,2,1,1,0,0,3.0,41326,Mixed Breed,Black
3237,5f3a4dab0,3,2,4,2,2,2,1,1,2,1,1,0,0,7.0,41335,Domestic Medium Hair,"Black, White"
3238,fe9e5aa06,1,2,8,2,2,2,3,3,1,1,1,0,0,2.0,41326,Domestic Medium Hair,"Black, Brown"
3239,4891fdacd,4,1,72,1,3,1,1,1,1,1,1,0,0,1.0,41326,Bull Terrier,"Black, Brown"
3240,88819fc55,4,2,24,1,2,1,2,2,1,1,1,0,0,1.0,41326,Domestic Short Hair,"Gray, White"
3241,0d551fb5b,4,1,96,1,1,1,1,1,1,1,1,0,0,1.0,41327,Mixed Breed,Black
3242,99c7658be,1,1,12,1,2,1,3,3,3,1,1,0,0,2.0,41326,Mixed Breed,Cream
3243,0243911ea,4,1,3,2,2,2,2,1,2,1,1,0,0,2.0,41401,Mixed Breed,"Cream, White"
3244,00eca0391,4,2,7,1,1,1,1,1,1,1,1,100,0,5.0,41326,Tabby,"Black, Gray"
3245,45c0c9a1f,1,2,1,3,1,1,2,2,2,1,2,0,1,5.0,41401,Domestic Short Hair,"Black, Yellow"
