,Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,PetID,PhotoAmt,AdoptionSpeed,PetScore,Emotion
352,2,2 Kittens,4,Domestic Short Hair,NA,2,Black,Brown,White,2,2,2,2,2,1,2,0,Selangor,3f3348ce68fbd660aea357b660d8f388,0,267bf57c8,3,1,9,playful
353,2,Blackball,2,Domestic Short Hair,NA,1,Black,Gray,White,2,1,2,2,2,1,1,10,Selangor,8f5fb37f32a030ce8d4ed627356afdd3,0,03f65bdd3,5,1,1,sad
354,2,Elly's Family,16,Domestic Short Hair,NA,2,Brown,#N/A,#N/A,2,1,1,3,3,1,4,0,Selangor,a33148488f449d3f9da4e2396d4df4b8,0,f3452afa7,4,1,6,content
355,1,Sephryn,2,Mixed Breed,NA,2,Brown,#N/A,#N/A,2,2,2,2,2,1,1,0,Selangor,e194190fa50fdc969ef1e4d063ea7851,0,10836809d,5,2,8,happy
356,2,DELILAH,2,Domestic Short Hair,NA,2,Black,#N/A,#N/A,2,2,2,1,2,1,1,0,Kuala Lumpur,9b52af6d48a4521fd01d4028eb5879a3,0,88d5f9129,25,3,4,playful
357,1,Booom Booom,2,Mixed Breed,NA,2,Black,White,#N/A,2,2,1,1,2,1,1,0,Selangor,95481e953f8aed9ec3d16fc4509537e8,1,900b47573,3,3,4,scared
358,2,BooBoo,22,Domestic Short Hair,NA,1,Black,Brown,White,2,1,1,1,1,1,1,0,Selangor,1d5096c4a5e159a3b750c5cfcf6ceabf,0,6c1fa0fdb,4,4,2,content
359,1,,3,Mixed Breed,NA,1,Brown,#N/A,#N/A,2,2,3,3,3,1,1,0,Perak,f1c38819ddf73d5bf498d09ec869385d,0,6ad1d75b2,4,1,5,scared
360,2,Mishoo,1,Siamese,Silver,1,Black,White,#N/A,1,1,2,2,3,1,1,0,Selangor,4ae03d5929455f19fb51629315ae2307,0,8d32f11b0,2,4,8,timid
361,2,Kittens For Adoption,2,Domestic Short Hair,Domestic Medium Hair,3,Black,Brown,White,1,1,2,1,2,1,5,0,Selangor,18040c4e8dba340ae2a9eb2c6632a647,0,6138cd70d,14,2,1,mean
362,1,Pandora,36,Mixed Breed,NA,2,Brown,Yellow,#N/A,1,2,3,3,3,1,1,10,Negeri Sembilan,c992c6f97bb6cfb719fa9ccb3ef6e53b,0,e1cd176b5,5,4,7,sad
363,1,Madeleine,4,Mixed Breed,German Shepherd Dog,2,Black,Brown,#N/A,3,1,2,1,2,1,1,0,Kuala Lumpur,13b3c0d8590208d6e60e7118bc3b98d1,0,6d43edbe9,20,3,5,scared
364,2,Fluffy,5,Domestic Medium Hair,Calico,2,White,#N/A,#N/A,1,2,1,1,2,1,1,0,Kuala Lumpur,01b46ef2595555c8e91d023cee125bc3,0,243aaaf6c,4,2,3,mean
365,1,Baby,24,Poodle,NA,1,Cream,#N/A,#N/A,1,2,1,1,1,1,1,250,Selangor,747c9b72ddd4bd52da97ae26461c9742,0,cf98480e0,5,2,3,content
366,2,Miko And Milo,3,Tabby,NA,2,Black,Brown,#N/A,1,2,2,1,2,1,2,50,Kuala Lumpur,6f35112524333a4a94604f3f44f560d5,0,d83f60849,3,2,2,playful
367,1,The Mighty Muffin Puppy Rangers,1,Mixed Breed,NA,3,Black,Brown,#N/A,2,1,2,2,2,1,5,0,Selangor,5788b8639ed178795510a8cbe72ccc28,0,20cb13be9,12,2,6,sad
368,2,Odd Eyes Snow White (Mix Persian),4,Persian,Domestic Medium Hair,2,White,#N/A,#N/A,2,3,2,1,2,1,1,300,Selangor,438a9bdce8ef4d5948fc40e422d34d0d,0,eaab63bd7,4,1,4,"content,playful"
369,1,Daisy,4,Mixed Breed,Hound,2,Cream,#N/A,#N/A,3,1,1,1,1,1,1,0,Selangor,aa66486163b6cbc25ea62a34b11c9b91,0,9f12dbf17,14,4,4,timid
370,1,Missie,2,Black Labrador Retriever,Mixed Breed,2,Black,Brown,#N/A,2,1,3,3,2,1,1,0,Selangor,fa90fa5b1ee11c86938398b60abc32cb,0,03c323fcf,3,3,7,timid
371,2,,1,Tabby,NA,2,Black,White,#N/A,1,1,2,2,2,1,1,0,Selangor,84e082d94fc2280dc9a2bd3239a3b9b4,0,05486faf5,2,1,2,happy
372,1,Rottweiler Mixed,2,Mixed Breed,NA,3,Black,White,#N/A,3,1,3,3,3,1,7,0,Kuala Lumpur,6d2a01e9d4c8c4ea0a832cd36c2d0cee,0,8071fcc9c,3,1,2,happy
373,1,Barry,3,Mixed Breed,NA,1,Brown,#N/A,#N/A,2,1,1,1,2,1,1,100,Kuala Lumpur,b51193522b036aff10a189192c6880e8,0,b27f46ae3,2,3,9,sad
374,1,,3,Mixed Breed,NA,1,Brown,Cream,#N/A,1,1,2,2,2,1,1,0,Selangor,4f9e59b5c0ec693f96ea0fd3a53d5f90,0,c93191313,5,2,8,playful
375,2,Giant,6,Domestic Short Hair,NA,1,Black,White,#N/A,2,1,2,1,2,1,1,30,Selangor,74dabecce4ddb0c4d08892255974496b,0,c228bf013,5,1,6,content
376,1,Jimmy,4,Mixed Breed,NA,1,Black,#N/A,#N/A,2,1,1,1,2,1,1,50,Selangor,a042471e0f43f2cf707104a1a138a7df,0,30319970f,5,3,5,content
377,1,OWEN,48,Mixed Breed,Mixed Breed,1,Brown,#N/A,#N/A,2,2,1,1,2,1,1,0,Selangor,13733222f015ec6a0017c3c0527738ff,0,08267e916,3,4,2,mean
378,2,Mog,84,Domestic Short Hair,NA,1,Golden,#N/A,#N/A,3,1,1,1,1,1,1,0,Kuala Lumpur,bc630ee7cec2fa789b0412ff798df83f,0,9d82e4438,5,2,8,timid
379,2,Ozzy,84,Oriental Short Hair,NA,1,Gray,White,#N/A,3,1,1,1,1,1,1,0,Kuala Lumpur,36bd779cd51ca8bb457f6fadd55f0d04,0,a1e153676,5,4,5.5,mean
380,2,Snoopy,1,Domestic Short Hair,NA,1,Black,White,#N/A,2,1,2,2,2,1,1,0,Kuala Lumpur,bc1f3c7db564d97f6c8822f24e97c435,0,fc32a88f1,5,2,10,content
381,2,Ginger And Milo,3,Domestic Short Hair,NA,3,Black,Golden,Cream,1,1,2,2,2,1,2,0,Kuala Lumpur,6d6affc4b0d35c6d71d38ba539beaee7,0,efbd4c1e6,5,3,9,scared
382,2,Five Little Kitten,2,Domestic Short Hair,NA,3,Black,Golden,Gray,1,1,2,2,2,1,5,0,Selangor,1059f1b50560339e2c05d1a95f137f3c,0,3a97c693e,5,4,8,timid
383,1,Scoopy,4,Mixed Breed,NA,1,Brown,#N/A,#N/A,2,2,1,1,2,1,1,0,Selangor,2e53c8cd2454a77eb195a039ee28b8f6,0,ed1f38a40,1,3,6,content
384,1,3 Pups (Toilet Trained),3,Mixed Breed,NA,2,Brown,Cream,White,2,2,1,1,2,1,1,0,Selangor,3b074cadd2350de62dca7056b9bab6f4,0,176516c7a,22,2,9,sad
385,2,Kittens,2,Domestic Short Hair,NA,3,Gray,White,#N/A,2,2,2,2,2,1,2,25,Selangor,a7e570631765b10256733500a9c3683f,0,c3b263e8f,7,3,4.5,playful
386,2,Kitten For Adoption,1,Domestic Medium Hair,Domestic Medium Hair,3,White,#N/A,#N/A,1,2,2,2,3,1,3,0,Kuala Lumpur,66077dc8dce8372073d31cb60cb95c43,0,49382f7cb,3,4,2,playful
387,2,,1,Domestic Short Hair,NA,3,Black,Brown,White,2,1,2,2,2,1,4,0,Selangor,48e17e068f22b23ed5d3ee3638a7cc51,0,de92761ef,4,1,6,timid
388,2,Kitten RA18,1,Domestic Short Hair,NA,1,Yellow,White,#N/A,2,1,2,2,2,1,1,0,Kuala Lumpur,b770bac0ca797cf1433c48a35d30c4cb,0,dfc3301fb,3,1,10,scared
389,1,WONDER,24,Golden Retriever,NA,1,Brown,#N/A,#N/A,3,2,3,3,3,1,1,0,Selangor,90191b06d602e8d45b4ce25dd22c6a3e,0,a970b89c7,4,1,8,playful
390,1,Neepo,2,Mixed Breed,NA,2,Brown,#N/A,#N/A,2,1,1,1,2,1,1,0,Kuala Lumpur,c00756f2bdd8fa88fc9f07a8309f7d5d,0,e94581522,1,4,3,scared
391,2,Shin Wa,30,Domestic Short Hair,NA,2,Black,Gray,#N/A,1,1,2,1,1,1,1,0,Kuala Lumpur,ee2747ce26468ec44c7194e7d1d9dad9,0,975d32d75,4,4,5,scared
392,2,Mimi,12,Domestic Long Hair,NA,2,Black,Brown,Golden,2,2,3,3,3,1,1,0,Selangor,0cd04d1c3c6a521db1517475575b0535,0,343962804,3,4,9,timid
393,2,No Name Yet,2,Domestic Medium Hair,NA,2,White,#N/A,#N/A,2,2,2,2,2,1,1,0,Selangor,1565d406c559212ca01bba319c615c1f,0,7cfb6fe9c,12,1,8,playful
394,1,Joey,95,Staffordshire Bull Terrier,NA,2,Brown,#N/A,#N/A,3,1,1,1,1,1,1,0,Selangor,730ba6cb999ac7dd2290838b64866bce,0,d476272d7,2,4,5.5,happy
395,2,Dumass,12,Domestic Short Hair,NA,2,Black,Brown,White,2,1,1,1,2,1,4,0,Selangor,f6588ebd0fae360763afd75b3e858518,0,1965d2288,5,2,8,"playful,scared"
396,1,Samuel,2,Mixed Breed,NA,1,Black,Brown,#N/A,2,2,1,2,2,1,1,40,Pulau Pinang,7f74401ff1a7ca18737bc527ccf23a45,0,1fd2f589f,3,4,6.75,"playful,sad"
397,2,Amy,6,Domestic Medium Hair,NA,1,Black,Brown,Gray,2,2,2,1,1,2,1,100,Pahang,01324415629b56298d9756e3b6f8b2ba,0,657a54d36,5,2,4.75,content
398,1,Spike,48,Mixed Breed,NA,1,Cream,White,#N/A,2,1,1,1,1,1,1,0,Pulau Pinang,0caabb2f4c99e242c9f4a0680d4a4081,0,a9551ed6d,2,2,5,sad
399,1,Kiddo,20,Mixed Breed,NA,2,Golden,Cream,White,2,2,1,1,1,1,1,0,Kedah,60b71c16249c9f6381ce3d57a78027db,0,acc76c678,2,4,7,happy
400,1,Blackie Lexi,24,Beagle,Corgi,2,Black,Brown,White,2,2,1,1,1,1,1,0,Selangor,aa66486163b6cbc25ea62a34b11c9b91,0,c3a52fbbe,11,4,7,"content,playful"
401,1,AB2,2,Mixed Breed,Mixed Breed,2,Brown,#N/A,#N/A,2,2,2,1,2,1,1,0,Selangor,b53c34474d9e24574bcec6a3d3306a0d,0,ca7075738,2,2,5,content
402,1,Urgent Home Required,60,Mixed Breed,NA,3,Black,Brown,#N/A,2,1,1,1,1,1,3,0,Perak,60689896aa0edff3a4f05b890bdafd26,0,066498aa1,3,3,7,happy
403,1,Puppy For Adoption!!,1,Mixed Breed,NA,3,Black,Brown,#N/A,2,2,2,2,2,2,2,0,Perak,59189fa4a451de95768043a2e899937a,0,a0da2621e,6,4,6.5,sad
404,2,Peanut,1,Domestic Long Hair,Domestic Short Hair,1,Brown,Golden,White,3,1,2,2,2,1,1,0,Selangor,a9caef3f98e67bfac9093cca79e20b93,0,b9e27a268,4,3,8,playful
405,1,Ah Boy,12,Mixed Breed,Mixed Breed,1,Brown,Yellow,#N/A,2,2,3,3,3,1,1,0,Kuala Lumpur,42d8ff353fbe3e1db8ae40b84974d576,0,262d7f006,7,4,4,sad
406,1,Khanun And Som-0,49,Cocker Spaniel,NA,2,Brown,#N/A,#N/A,2,2,1,1,2,1,2,0,Pulau Pinang,e43e4ab1027ff8ae36947ac015aa4de7,0,94019dc75,2,1,7,timid
407,1,M8,2,Mixed Breed,Mixed Breed,2,Brown,#N/A,#N/A,2,2,2,1,2,1,1,0,Selangor,b53c34474d9e24574bcec6a3d3306a0d,0,554c80a2a,10,3,8,scared
408,1,Brinda & Daisy,1,Mixed Breed,Mixed Breed,2,Black,Brown,Golden,1,1,3,3,3,1,2,0,Selangor,a1d05d8b7a267cca9cfef3f885afa9a4,0,9bd70dc2b,5,1,7.333333333,playful
409,2,Baby,4,Dilute Tortoiseshell,Domestic Short Hair,2,Brown,Yellow,Cream,1,1,2,2,2,1,1,0,Selangor,d835d7d98b94ec261d6d889a39eaed73,0,09eca4557,3,3,1,scared
410,1,Patches,12,Mixed Breed,NA,2,White,#N/A,#N/A,2,1,3,1,3,1,1,0,Selangor,39e0becfe7fe8d4089b585a05148dfa7,0,abaf6c9ee,6,1,5,happy
411,2,Snowy Siamese,2,Siamese,Domestic Medium Hair,3,Brown,Cream,White,1,2,2,2,2,1,4,0,Kuala Lumpur,7481ae53e9c9e403bf7f64aaa7f8e20a,0,eb1f2f2f0,27,0,1,mean
412,1,Chewy,5,Beagle,NA,1,Black,Brown,White,2,1,1,1,2,1,1,0,Pulau Pinang,c686a877fa5615b680195e885f5a91d4,0,5f20dde82,5,1,5.75,sad
413,2,Kitty,1,Domestic Short Hair,NA,2,Black,Brown,Golden,2,2,2,2,2,1,1,0,Selangor,93670bdf022250c423ab8cdf7810fa5f,0,56ae25223,4,2,6,happy
414,2,Reeka,2,Domestic Short Hair,NA,2,Golden,White,#N/A,2,1,2,1,2,1,1,30,Selangor,74dabecce4ddb0c4d08892255974496b,0,8f45b9967,5,1,7,scared
415,1,Ã_Â¿ÂŒ_ÂŒÃ´Ã_Â¢ÂŒÂ»ÂŒÃ§Ã_Â¿ÂŒ_ÂŒÃ§Ã_Ã§ÂŒÂ€ÂŒ_Ã_Â¢ÂŒÂùÂŒ_ Brown & Patch Ã_Â¿ÂŒ_ÂŒÃ´Ã_Â¢ÂŒÂ»ÂŒÃ§Ã_Â¿ÂŒ_ÂŒÃ§Ã_Ã§ÂŒÂ€ÂŒ_Ã_Â¢ÂŒÂùÂŒ_,5,Mixed Breed,NA,3,Brown,White,#N/A,2,2,3,3,2,1,2,0,Selangor,8d413d99d41394f70d5c590253f80f54,0,a9e4d6df7,4,3,10,happy
416,2,Lulu,2,Domestic Short Hair,NA,2,Cream,Gray,#N/A,1,1,2,1,2,1,1,0,Perak,50764c8b9cbd1ea6f3adb84cb0d984e1,0,4ceff3a2e,5,4,6,playful
417,2,Sunbeam,3,Domestic Short Hair,Domestic Medium Hair,1,Golden,Yellow,Cream,2,1,2,2,2,1,1,0,Selangor,5aca30a29e8290093fee2a334d65d835,0,b1dd64fa6,5,3,10,happy
418,2,Kiki,1,Domestic Short Hair,NA,1,Yellow,White,#N/A,1,1,2,1,2,1,1,0,Selangor,2fd71579abb6b187630197e7d5b3f1db,0,920cfaad3,3,2,9,"happy,timid"
419,1,Chocolate,36,Mixed Breed,NA,1,Brown,Cream,#N/A,2,1,1,1,1,1,1,0,Selangor,a5ed380c3ab1c36c63e8e1003d06536c,0,33eaf34b3,1,4,10,happy
420,2,Blur Blur,2,Domestic Long Hair,NA,1,Brown,Golden,Yellow,2,2,2,1,2,1,1,0,Selangor,4cca4940ac5f1b0186b439d9d483acda,0,7942b62ef,2,2,9,playful
421,1,Tinka,63,Golden Retriever,Mixed Breed,2,Black,#N/A,#N/A,2,1,1,1,1,1,1,50,Selangor,6d32095b0908520916300daeba129541,0,8b2be8807,5,1,7,content
422,2,Bam Bam,2,Domestic Short Hair,Tabby,1,Black,White,#N/A,2,1,1,1,2,1,1,100,Kuala Lumpur,d978ec1c79a46f4dab72c46803f6c047,0,d40e98a9b,4,3,7.5,"content,sad"
423,2,Fantastic Four,1,Domestic Medium Hair,Turkish Van,3,Yellow,Gray,White,2,3,3,3,3,1,4,0,Negeri Sembilan,03f56e2d32e13142253ce95a98889ae5,0,bdbe7091f,6,1,7,playful
424,1,Zeus,6,Rottweiler,NA,1,Black,Golden,#N/A,3,1,1,1,1,1,1,0,Kuala Lumpur,4f7b591fb04c1ee856472ca07e1dcbcf,0,a00eaa0fb,4,4,10,happy
425,2,Grey,29,Domestic Short Hair,NA,1,Gray,#N/A,#N/A,2,1,1,1,1,1,1,30,Selangor,acb6d8556fbfe409c70cb8617d200e45,0,8dfc9cc69,4,3,2,mean
426,2,Blueberry,1,Domestic Long Hair,Tabby,2,Black,White,#N/A,3,3,2,2,2,1,1,0,Selangor,35ca0af7f781e96744e8371c35b07944,0,ad002785c,9,3,5.5,timid
427,2,Gaia (GRAY) URGENT!!!,1,Domestic Short Hair,Domestic Medium Hair,2,Gray,#N/A,#N/A,2,2,1,1,2,1,1,0,Selangor,d0995859e6ae5d7eaf74fc77cd3521eb,0,002230dea,4,1,4,timid
428,1,LUCKY & STAR,3,Mixed Breed,Mixed Breed,1,Black,Yellow,#N/A,1,2,1,3,3,1,2,0,Selangor,3aa36ea368204d64133fedcf9fecf4c0,0,3f834da3b,4,1,9,sad
429,1,Ginger,60,Pekingese,Shih Tzu,2,Brown,Golden,White,1,2,1,1,2,1,1,0,Selangor,854ed63293c43659d291202bb40cc5c2,0,8849d3fe9,5,2,3,happy
430,1,Jaeger,3,Belgian Shepherd Malinois,Mixed Breed,1,Black,Brown,#N/A,2,1,3,3,2,1,1,0,Selangor,fa90fa5b1ee11c86938398b60abc32cb,0,0ede86b28,3,2,5,playful
431,2,Babe,17,Domestic Long Hair,NA,2,Black,#N/A,#N/A,2,3,1,1,2,1,1,0,Kuala Lumpur,3e99fe1b430e5765d11eb2b697df94b8,0,22a7a8a13,5,1,4,content
432,1,Bella,4,Mixed Breed,NA,2,Brown,#N/A,#N/A,3,2,3,3,2,1,1,0,Selangor,be3b1a04f4f8945e775519d458d2173d,0,f6575f08d,2,4,6,content
433,2,Adik Dan Kakak,2,Domestic Short Hair,NA,3,Brown,Yellow,White,1,1,2,1,2,1,2,0,Selangor,d835d7d98b94ec261d6d889a39eaed73,0,15a06cb97,5,2,5.5,content
434,2,Tom & Lil Jerry,2,Domestic Short Hair,NA,1,Black,White,#N/A,2,2,1,1,2,1,2,0,Pahang,5b1fa64f23edddd9e4987e2444cf6c9e,0,533c528ec,9,2,1,timid
435,2,4 Kittens,3,Domestic Short Hair,NA,3,Black,Yellow,White,1,1,2,2,2,1,4,0,Selangor,81b5aaf69a9f0308e12a810a3b1b14f1,0,f892c5908,5,2,3,timid
436,2,Grey,3,Domestic Medium Hair,NA,2,Cream,Gray,White,2,2,1,2,2,1,1,0,Selangor,bfca18736809a8c67483ea140aaf05b9,0,c37b2e740,3,2,9,content
437,2,Lulu,3,Domestic Short Hair,Domestic Short Hair,2,Black,Yellow,White,2,1,2,1,2,1,1,0,Selangor,9bf5515d5952b14a6b1501c575280d84,0,d0d9596e3,5,4,7,content
438,1,Lil Kim,4,Mixed Breed,Mixed Breed,2,Black,#N/A,#N/A,2,1,1,1,2,1,1,0,Kuala Lumpur,27b694042cb3e63fcf6c6e165d168649,0,7cd5e5195,3,3,8,playful
439,2,Awang,12,Domestic Medium Hair,NA,1,Golden,White,#N/A,2,2,2,1,2,1,1,50,Selangor,bd7c5b134046f7ee62af1262d4f409f9,0,6dd6363f0,3,2,7.5,sad
440,1,Karishma,0,Mixed Breed,NA,2,White,#N/A,#N/A,3,1,1,1,1,1,1,0,Selangor,744fa4278196568a18fcf5cd7d324ed2,0,5bd3c6eee,1,2,2,scared
441,1,Elle / Good Morning Sir,12,Mixed Breed,NA,2,Black,Yellow,White,2,1,1,1,1,1,1,0,Kuala Lumpur,ee2747ce26468ec44c7194e7d1d9dad9,0,861c903b6,2,4,6,scared
442,2,Pwinches Vivi,2,Tabby,NA,2,Brown,Yellow,Gray,1,1,2,1,2,1,1,0,Selangor,55f43a91bf4b1564272b2bba7de74273,0,e89b02af3,5,2,7.5,playful
443,1,Mr. Xiao Hei,3,Mixed Breed,Mixed Breed,1,Black,#N/A,#N/A,2,1,2,1,2,1,1,0,Johor,dae703601635e7b448292724427b628d,0,8d1dce21f,3,1,7,playful
444,1,4 Puppies - Wire-Haired Terrier Mix,2,Wirehaired Terrier,NA,2,Brown,White,#N/A,2,2,1,1,2,1,1,0,Selangor,e152e5e40576eadf4b1a286a1d3baf13,0,1303e86df,2,2,5,playful
445,1,Yahoo,5,Mixed Breed,NA,2,Yellow,Cream,White,2,1,1,1,2,1,1,0,Pulau Pinang,75895e311d064e069ed9702d05375bf9,0,eb6bb82fd,11,4,7,"happy,timid"
446,2,Beemo The Kitten,1,Domestic Short Hair,NA,2,Gray,White,#N/A,2,1,2,2,2,1,1,0,Selangor,c0af463c719bc1b0c39d7b2a434b4c6e,0,9af3fec83,5,1,5,scared
447,1,Bi Bi,2,Mixed Breed,NA,2,Black,Brown,Cream,2,1,1,1,2,1,1,0,Selangor,fbfad2ca07f9dbe042949569ed0c5bb3,0,c5ee96818,2,2,3,sad
448,1,C3C,2,Mixed Breed,Mixed Breed,2,Brown,#N/A,#N/A,2,2,2,1,2,1,1,0,Selangor,b53c34474d9e24574bcec6a3d3306a0d,0,111be067f,3,3,8.5,"mean,playful"
449,1,Puppy,6,Mixed Breed,NA,2,Brown,#N/A,#N/A,2,1,1,1,2,2,1,0,Kuala Lumpur,eaab9b528dbce3be6eed826222b2ae2b,0,01e4020da,4,2,6,sad
450,1,Pepperee,12,Mixed Breed,NA,2,Black,White,#N/A,1,1,2,2,2,1,1,0,Kuala Lumpur,a0846c4e33807fc011de2ca5dc2b6250,0,21415ffb9,5,4,6,sad
451,2,Kirk,24,Domestic Short Hair,NA,1,Black,Brown,#N/A,2,1,3,1,1,1,1,0,Selangor,724b19062b100cbc5151aa28d259e7a9,0,63ba3f4a7,2,4,7.5,content
452,2,Nikko,6,Domestic Short Hair,NA,1,Brown,White,#N/A,1,1,2,1,2,1,1,0,Perak,50764c8b9cbd1ea6f3adb84cb0d984e1,0,2275c7ba3,5,4,9,happy
453,1,No Names Yet,2,Terrier,Mixed Breed,2,Brown,Cream,White,3,2,1,1,2,1,1,0,Selangor,a3c9eaf175dbfa537ee9f1ccc68aa5d1,0,49c5dbda7,6,1,8,content
454,2,Henry,4,Domestic Short Hair,NA,1,Black,White,#N/A,2,1,2,2,2,1,1,30,Selangor,74dabecce4ddb0c4d08892255974496b,0,095de41ba,2,1,6,content
455,1,Buck,24,Husky,NA,2,White,#N/A,#N/A,2,2,3,3,2,1,1,0,Johor,5c28a36b8deb88a3d6c0d57d530712ae,0,49f06aa59,1,3,3,mean
456,2,Soufian,15,Tuxedo,NA,1,Black,White,#N/A,2,1,1,1,2,1,1,0,Kuala Lumpur,23eaa984bb09c997215978436d3ac0a0,0,2e116036a,3,4,8,playful
457,1,Pearly,24,Poodle,NA,2,Cream,#N/A,#N/A,1,2,1,1,1,1,1,0,Selangor,2864803699884df90ac135583b02ec70,0,21a56b530,3,1,7,happy
458,2,Torey,3,Domestic Short Hair,NA,1,Black,White,#N/A,1,1,2,1,1,1,1,0,Kuala Lumpur,c00756f2bdd8fa88fc9f07a8309f7d5d,0,ebd3ef2f9,5,3,6,timid
459,2,Estelle,10,Domestic Long Hair,NA,2,Brown,Yellow,White,1,2,1,1,1,1,1,120,Selangor,001e42763024f9d4abe31e79472b1827,0,32f29129c,3,2,6,mean
460,2,Hannah,1,Domestic Medium Hair,NA,2,Brown,Cream,White,1,2,2,2,2,1,1,0,Selangor,7821aebf01fa449f310b8d34a9420bae,0,4652decf5,3,1,8,happy
461,1,Toby,2,Mixed Breed,Doberman Pinscher,1,Black,Brown,Cream,2,1,1,1,2,1,1,200,Selangor,4326d51f05f9707f215cb2b31f15e8d0,0,52ed9719f,8,3,6,timid
462,2,CATS,36,Domestic Short Hair,Domestic Short Hair,3,Brown,Yellow,White,2,1,2,2,2,2,3,0,Selangor,e5f791909629e34d5dcef44bbaf3da37,0,3aa622eed,5,3,5.5,content
463,2,Maroo,2,Tuxedo,NA,2,Black,Gray,White,1,1,2,2,2,1,1,0,Kuala Lumpur,5fd8ffa53753daaac1a3adedfb199be9,0,372d1784a,3,0,3,timid
464,1,Ah Weng And Rocky,20,Mixed Breed,NA,1,Black,Brown,White,2,1,3,3,3,1,2,0,Selangor,4873351d52dc7824ac82b691a1f7deb3,0,ef8ddd70b,1,3,7,"happy,playful"
465,1,Friendly Boy - Still Available,24,Mixed Breed,NA,1,Brown,#N/A,#N/A,2,2,1,1,1,1,1,0,Perak,60689896aa0edff3a4f05b890bdafd26,0,f03ea3fd5,5,4,5,sad
466,2,Miu Miu,4,Domestic Short Hair,NA,2,Golden,White,#N/A,1,1,1,1,1,1,1,5,Selangor,9fb6101b060a9b4e5731490c70b2a3d6,0,36bec0c95,1,3,6,timid
467,1,Save Me Or I'll Die #27,12,Mixed Breed,Spitz,3,Black,Brown,Cream,2,2,1,1,3,1,3,0,Kuala Lumpur,ee2747ce26468ec44c7194e7d1d9dad9,0,e11e6cf89,2,4,5,timid
468,1,,2,Mixed Breed,Mixed Breed,3,Black,White,#N/A,2,2,1,1,2,1,2,0,Selangor,e9a873b4e5df667fc60813a6a911189f,4,466862270,17,2,9,happy
469,1,Happy-FIFI,255,Mixed Breed,NA,1,Brown,White,#N/A,2,2,3,3,3,1,1,0,Perak,94fdeec413a441bca0de9e9887edcc70,0,5971c2462,3,4,7.5,content
470,2,Jojo Boy,2,Domestic Medium Hair,Domestic Short Hair,1,Gray,White,#N/A,2,2,2,1,2,1,1,50,Selangor,438a9bdce8ef4d5948fc40e422d34d0d,0,d17892c89,11,2,3,mean
471,1,Eyes Just Opened!,1,Mixed Breed,NA,3,Black,White,#N/A,2,2,2,2,2,1,9,0,Selangor,d1d34c64b5ab9b9f7c086187f96db972,1,09ca98f7b,14,3,7,content
472,2,Sesame,1,Domestic Short Hair,NA,1,Black,White,#N/A,2,1,2,1,2,1,1,0,Selangor,c548bbe8eee34be56ab3833d372612d1,0,4c6a4b965,11,3,8,scared
473,2,Tompok,6,Domestic Short Hair,NA,1,Black,White,#N/A,2,1,1,1,3,1,1,0,Kuala Lumpur,72a443be6338c4962fb3a70658d4d0d4,0,c8b38c65e,6,4,4,"content,timid"
474,1,Rooney,60,Golden Retriever,NA,1,Golden,#N/A,#N/A,3,2,1,1,1,1,1,0,Selangor,920d8cc91447e6c6b7c817b399b760ce,0,f78698cc4,6,0,8,happy
475,2,Charlotte,6,Tabby,NA,2,Black,Gray,White,2,1,2,2,2,1,1,0,Selangor,2f9ab0afc00c24daefed36cd88224ffa,0,a96f0d5bc,8,1,3,sad
476,2,Kasik,2,Domestic Short Hair,NA,1,Black,White,#N/A,2,1,2,1,2,1,1,0,Selangor,1e8e65cf25bac0c409b43bfd122ad42a,0,a8cfb849e,14,3,4,content
477,2,Cats For Keeps - Kittens Need Homes,2,Domestic Short Hair,NA,1,Black,Golden,White,3,1,2,2,2,1,3,0,Kuala Lumpur,fa3c36dde6fc0d0f0fee09f2d31e80fe,0,067cacbb5,5,4,8,timid
478,2,Seri & Dewi,4,Siamese,Tabby,2,Gray,White,#N/A,2,1,1,1,2,1,2,0,Selangor,ae252a5cd47f04685bd89b3eaacae146,0,031a0e45a,4,2,6,content
479,2,Yeochi & Nabi,12,Domestic Medium Hair,Domestic Short Hair,2,Black,Brown,White,2,2,2,1,1,1,2,0,Selangor,17970c3bd5e77f1433149c0de0ec3d9f,0,eaef39ceb,14,4,5.5,"content,timid"
480,1,MissyWhite,2,Mixed Breed,NA,2,White,#N/A,#N/A,2,1,2,2,2,1,1,0,Selangor,f45d8c72a87f27427cd28fc3cd2d7ce3,0,5a3e60ced,5,4,6,scared
481,1,BOY,12,Mixed Breed,NA,1,Brown,#N/A,#N/A,2,1,1,1,3,1,1,0,Selangor,7371dd06f26eddc8f8a06f7158ff156f,2,a63f6c6a1,10,3,8,happy
482,1,,3,Mixed Breed,NA,3,Black,White,#N/A,1,1,3,3,3,1,5,0,Selangor,a7cde9aaf721ed0052422e4d2e927228,0,f2bb56f7a,5,2,3,playful
483,2,Bbchendol,2,Tortoiseshell,NA,2,Black,Brown,Golden,1,2,1,1,3,1,1,20,Selangor,e62e98a63da1f6d3c4ebf8a5ebd4d72a,0,0173c456c,9,4,4,content
