,Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,PetID,PhotoAmt,AdoptionSpeed,PetScore,Emotion
130,1,Sushi,132,Jack Russell Terrier,#N/A,2,Brown,White,White,1,1,1,1,2,1,1,0,Selangor,e3cd018ca3abea740179792a9c64181f,0,2a19120e7,3,4,6.5,happy
131,2,Mini,6,Domestic Short Hair,#N/A,1,Black,Brown,Brown,1,1,1,1,1,1,1,100,Selangor,001e42763024f9d4abe31e79472b1827,0,a9575b655,3,3,3,playful
132,1,BT8,1,Mixed Breed,Mixed Breed,2,Brown,#N/A,#N/A,2,2,2,1,2,1,1,0,Selangor,b53c34474d9e24574bcec6a3d3306a0d,0,c6e763332,1,2,3,sad
133,1,FiFi's Babies,1,Mixed Breed,#N/A,3,Black,Brown,Brown,1,2,2,2,3,1,3,0,Perak,344272fcfc5108d62e330cc1519646ec,0,15bcbb6e2,5,2,2,happy
134,2,Qassey,7,Domestic Short Hair,Domestic Short Hair,2,Yellow,White,White,2,1,2,2,2,1,1,0,Negeri Sembilan,bdd24ce145a2e17c1356b789c31b33f7,0,cb0f41a00,5,4,7,content
135,1,Ai Tok Tok,36,Mixed Breed,#N/A,1,Black,#N/A,#N/A,2,2,2,2,3,2,1,0,Perak,30f961c1bda3c344d1aa1628fab66014,0,05febeea3,3,4,4,sad
136,2,The Catdashians,11,Domestic Short Hair,Domestic Short Hair,3,Black,Golden,Golden,2,2,1,1,1,1,6,0,Selangor,5fc6b4f39959a3d129490777ecaf572b,0,058d37dda,5,4,6,mean
137,1,Happy,24,Shih Tzu,Terrier,2,Golden,Cream,Cream,1,3,1,1,2,1,1,0,Selangor,114fd4a55ac016345716551b7bb6dd7a,0,52a88696e,1,4,8,happy
138,2,Handsome,12,Siamese,#N/A,1,Brown,Cream,Cream,3,1,2,1,2,2,1,0,Selangor,76efceaaf437f4b737caf8e0c42b37c0,0,74f391caa,3,3,6,scared
139,2,Orange Kitten,2,Domestic Short Hair,Domestic Medium Hair,2,Brown,Golden,Golden,2,1,3,3,3,1,1,0,Selangor,5aca30a29e8290093fee2a334d65d835,0,ef55e89bd,3,3,6.5,timid
140,1,,1,Mixed Breed,#N/A,1,White,#N/A,#N/A,1,1,2,2,2,1,4,0,Selangor,f6da5068518d2ddf22e1609734c91b30,0,cef342d22,4,1,8,sad
141,2,Kikky's Babies,1,Domestic Medium Hair,#N/A,3,Black,Gray,Gray,1,2,2,2,2,1,2,0,Kuala Lumpur,4e0df62357ee903a79d9a06139869b53,0,d3b7112e2,4,2,5,timid
142,2,,1,Domestic Short Hair,#N/A,3,Black,Brown,Brown,1,1,2,2,2,1,5,0,Selangor,c7f6c7c70143a4ae110b2f2b22edc58f,0,7b7b7b71e,5,3,3,mean
143,2,Carmen Julius And Stefan,1,Domestic Short Hair,Domestic Short Hair,3,Black,Gray,Gray,2,1,2,2,2,1,3,0,Selangor,4683fdfb21ab23a3c99e5bc52593bc66,0,eeaa5c53c,3,1,8,"playful,timid"
144,2,Blackie,2,Tabby,#N/A,2,Black,White,White,2,1,2,2,2,1,1,0,Selangor,253ffb8e460b67e342023a5563fb2e3c,0,457bdfb16,5,2,5,playful
145,2,Super Loving Bengal,10,Bengal,#N/A,1,Black,Golden,Golden,1,1,1,1,1,1,1,0,Pulau Pinang,4a9cb6e373c823566969e4a7cadd7708,0,4c74d479c,3,2,6,scared
146,1,Bandit,3,Mixed Breed,#N/A,1,Black,Brown,Brown,2,1,1,1,2,1,1,0,Kuala Lumpur,24fd6e766d264d8412da375e7fcbcc75,0,32d8fa52b,3,1,6,happy
147,1,Father Day 11 Puppies,1,Mixed Breed,Mixed Breed,2,Black,Brown,Brown,2,1,1,1,3,1,11,0,Kuala Lumpur,dc2fe1050f6811d4877bbbc340fe9d78,0,12a280806,11,4,5,content
148,2,Houdini,2,Domestic Short Hair,#N/A,1,Black,White,White,2,1,2,2,2,1,1,0,Kuala Lumpur,d7cf4662cc0b42ab8c2c46ea1e475f56,0,6f551693a,6,3,8,timid
149,1,Totoro,3,Toy Fox Terrier,Mixed Breed,1,Black,Brown,Brown,2,2,2,1,2,1,1,0,Selangor,5645f8bc8caac142fe7f4e3ab4369d45,0,22992ecd0,5,1,4.5,happy
150,1,Miss Playful,1,Mixed Breed,#N/A,2,Black,Brown,Brown,2,1,1,3,3,1,2,45,Selangor,25d364ddacb543bb7a291911958af392,0,55b797c90,3,3,7,content
151,1,Choco,2,Mixed Breed,#N/A,1,Brown,#N/A,#N/A,2,1,1,1,2,1,1,0,Selangor,91ac499a1f5e20c76d73237acdf920a7,0,d81afce4f,3,1,5,sad
152,1,Border Collie & Terrier Mixed Puppies,1,Border Collie,Terrier,3,Black,Cream,Cream,2,1,2,1,2,1,4,0,Kuala Lumpur,d9f19772a07b9d5624fa51319eeb10a0,5,c2e4ec0c2,5,1,8,playful
153,1,,2,Mixed Breed,#N/A,2,Black,White,White,2,2,2,2,2,1,1,0,Kuala Lumpur,8bb437e94e4664422536b5c3ce3682af,0,695925a2a,2,1,10,scared
154,1,Star@Thursday,2,Labrador Retriever,Terrier,1,Black,Brown,Brown,2,1,1,1,2,1,1,0,Selangor,aa66486163b6cbc25ea62a34b11c9b91,0,5b22f97b3,10,3,5,sad
155,1,FunkieGirl And HiphopGirl,6,Mixed Breed,#N/A,3,Brown,Golden,Golden,2,1,1,1,1,1,2,0,Selangor,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,53037f091,8,4,4,playful
156,2,Jennifer's Kitten 4,4,Domestic Short Hair,#N/A,2,Cream,Gray,Gray,2,1,3,3,2,1,1,50,Selangor,438a9bdce8ef4d5948fc40e422d34d0d,0,c47497b30,1,4,6,playful
157,1,Guai Guai,1,Mixed Breed,#N/A,2,Black,Brown,Brown,2,1,2,2,2,1,1,0,Kuala Lumpur,140adca5f7984a32b8cf04fd4c4909dd,0,4b69bf0e7,5,2,9,happy
158,1,Shero,2,Mixed Breed,#N/A,2,Brown,#N/A,#N/A,2,1,1,1,2,1,1,0,Selangor,e03a1162538a0414d6c79823ad6c2744,1,09898b12e,5,2,3,scared
159,2,Donny,2,Domestic Short Hair,Chartreux,1,Black,Brown,Brown,3,1,2,2,2,1,3,0,Selangor,d0b009afccc6966feda3f614dfe860d8,0,7d7fddaed,4,1,6.5,content
160,2,Jelita,12,Siamese,Balinese,2,Brown,Cream,Cream,2,1,2,2,2,1,1,0,Kuala Lumpur,2181fc2a61447996c1e5cee02738b5c3,0,3cb6e5957,2,1,8,content
161,1,Mac,1,Mixed Breed,#N/A,1,Black,Brown,Brown,2,1,2,2,2,1,1,20,Pulau Pinang,7ed6d84e2e6879245e55447aee39c328,0,22de1a590,1,2,7,sad
162,2,Lucky,1,Oriental Long Hair,#N/A,1,Black,Brown,Brown,2,2,2,2,2,2,1,0,Selangor,979f1fed655fe1ab41e7d2a6fce4853b,0,4657ae5ac,3,0,1,happy
163,2,Kittens,1,Domestic Short Hair,#N/A,2,Black,White,White,2,1,2,1,2,1,3,50,Pulau Pinang,52796d04a7281246b51584240547937a,0,cc13183c3,8,3,2,mean
164,2,Snow,18,Domestic Short Hair,#N/A,3,Black,Golden,Golden,2,2,2,2,2,2,4,0,Selangor,e04c7198e1e7cae89db01f8f31fda85b,0,419267690,3,3,1,happy
165,1,8 Puppies @kota Kemuning,1,Mixed Breed,#N/A,3,Black,Brown,Brown,3,1,2,2,2,1,8,0,Selangor,c76cb0ef4d1376476d823d0e77546335,0,46bb277b5,4,3,9,playful
166,2,"Tina, Jaylyn & Noah",2,Domestic Short Hair,#N/A,3,Black,Brown,Brown,2,1,1,1,3,1,3,0,Pulau Pinang,73620bd94e7859809aa2a38e746d057b,0,7112952b7,4,2,7,mean
167,2,Dante,2,American Shorthair,#N/A,1,Golden,#N/A,#N/A,3,2,1,1,2,1,1,0,Kuala Lumpur,1e63b26e49e4ebaf16ef676b3b3abaea,1,832a83f42,4,2,8,happy
168,1,Puppies,2,Mixed Breed,#N/A,3,Black,Brown,Brown,2,1,2,2,2,1,6,0,Selangor,9ea86f5e03348e2b1c3cd989bbc2f7c9,0,65e75b92e,5,1,7,content
169,1,MOLLY,2,Mixed Breed,#N/A,2,Brown,#N/A,#N/A,2,1,1,1,2,1,1,0,Selangor,e5f791909629e34d5dcef44bbaf3da37,0,1b91e1082,8,2,6,happy
170,2,,3,#N/A,Domestic Short Hair,3,Black,Yellow,Yellow,1,1,2,1,2,1,3,0,Kuala Lumpur,f7cff59d10c867bdee12c3f35f34d086,0,27e74e45c,11,2,6,playful
171,1,Codename Spitzee,15,Spitz,#N/A,1,White,#N/A,#N/A,2,3,3,3,3,1,1,0,Selangor,1565d406c559212ca01bba319c615c1f,0,cb7bfedd5,2,2,8,mean
172,1,Angel,6,Mixed Breed,#N/A,2,Brown,White,White,2,2,1,1,1,2,1,0,Selangor,27decc3f571f54ac92229d5afe57c19a,0,865ee6652,6,3,7,happy
173,1,Tommy,1,Mixed Breed,#N/A,1,Black,Brown,Brown,2,2,2,2,2,2,1,0,Pulau Pinang,7f74401ff1a7ca18737bc527ccf23a45,0,4370b5ff7,5,2,6,sad
174,2,Rarity,16,Domestic Short Hair,#N/A,2,Gray,White,White,2,1,1,1,1,1,1,50,Selangor,acb6d8556fbfe409c70cb8617d200e45,0,ae116d640,10,4,9,content
175,2,Da Da,8,American Wirehair,Tiger,2,Black,Brown,Brown,2,1,2,2,1,1,1,0,Selangor,0e1b11872bd1f150392c8f910c6a09ea,0,1a7d70a4f,6,2,7,sad
176,2,Socks,2,Domestic Short Hair,#N/A,2,Black,Brown,Brown,2,1,2,2,2,1,1,0,Selangor,2922723f8889855551615e8d22f1e0b4,0,8d6c8d486,11,3,6,sad
177,1,Little Marie,36,Mixed Breed,#N/A,2,Black,Brown,Brown,1,2,1,1,1,1,1,0,Selangor,186ec67443d30746953da6b38195fc71,0,6f7d23e2d,7,4,6,playful
178,2,Roma,2,Domestic Short Hair,#N/A,1,Golden,White,White,1,1,1,1,2,1,1,65,Kuala Lumpur,3ed2a0e971096317041ad900c33e030d,0,1077fb67a,15,2,3,content
179,2,Ginger White,2,Domestic Short Hair,#N/A,1,Golden,White,White,2,1,2,2,2,1,1,0,Selangor,84c5db88b1d855ffc42615c133f5dd9e,0,655bbbcc8,5,1,7,content
180,1,Eric,36,Mixed Breed,#N/A,1,Black,Brown,Brown,3,1,1,1,1,1,1,0,Kuala Lumpur,c814d8b7928da23e3add9ec4d270de95,0,ed0185e39,2,2,10,content
181,1,Smiley Michelle,2,Mixed Breed,#N/A,2,Cream,#N/A,#N/A,2,2,1,1,2,1,1,0,Kuala Lumpur,ee2747ce26468ec44c7194e7d1d9dad9,0,70337537c,5,4,7,happy
182,1,Drew,5,Mixed Breed,#N/A,2,Brown,Golden,Golden,2,2,2,1,2,1,1,0,Selangor,1d1e9656356254c142ca1897d1ed07fd,0,10516f3c6,5,4,8,happy
183,1,D233(271016),38,Mixed Breed,#N/A,2,Black,#N/A,#N/A,1,2,1,1,1,1,1,80,Selangor,d372aa7115ee3c2e5e4796462dec984b,0,62da2d031,5,4,5,playful
184,2,Iger's Kitties,3,Persian,Domestic Long Hair,3,Brown,Yellow,Yellow,1,2,2,2,2,1,4,30,Kuala Lumpur,bc1f3c7db564d97f6c8822f24e97c435,0,a91141912,5,1,5.5,timid
185,2,Prince,3,Domestic Short Hair,#N/A,1,Gray,White,White,2,1,3,3,3,1,1,0,Selangor,0b996c8c7f49d0cc9bf769743251fa67,0,cc4e55d5b,8,1,8,sad
186,1,Jojo,1,Mixed Breed,#N/A,2,Black,Brown,Brown,1,1,2,1,2,1,1,0,Selangor,721008d2ad70e174ecfd501b98bd476d,0,bbf6ed419,2,2,10,playful
187,1,August Girl,6,Mixed Breed,#N/A,2,Brown,#N/A,#N/A,2,1,2,1,2,1,1,0,Pulau Pinang,fd970cc91d06d82eebf046340137b272,0,b129e668c,6,3,6,playful
188,1,Puppy Squad Goals,2,Mixed Breed,Mixed Breed,3,Cream,White,White,2,1,2,1,1,1,5,0,Selangor,7f7f9fdf6a44a8ea7838bce15516a5a3,0,2b47d7f0d,5,2,7.5,sad
189,1,Pup,1,Mixed Breed,#N/A,1,Brown,Cream,Cream,2,1,2,1,2,1,1,0,Kuala Lumpur,04ed0d986c066df1ed5b30a21bf9b3f4,0,00156db4a,5,1,3,sad
190,2,Missy,24,Domestic Short Hair,#N/A,2,Black,Brown,Brown,2,1,2,1,1,1,1,0,Kuala Lumpur,ee2747ce26468ec44c7194e7d1d9dad9,0,8e4a80297,4,4,3,timid
191,2,Dexter,2,Domestic Long Hair,Domestic Medium Hair,1,Gray,White,White,1,2,2,1,2,1,1,0,Selangor,49669f18048a41e70574a994b38d5903,0,fab063ed4,7,2,2,playful
192,1,Kangar,2,Belgian Shepherd Malinois,Mixed Breed,1,Black,Brown,Brown,3,1,1,1,2,1,1,0,Selangor,fa90fa5b1ee11c86938398b60abc32cb,0,a04a67a2e,5,3,9,happy
193,1,Blu,2,Mixed Breed,#N/A,1,Black,#N/A,#N/A,2,2,1,1,3,1,1,0,Melaka,59dd5e67149bb16fade497f16f091194,0,ca3dbbaa3,1,4,7,sad
194,2,Rescued And Rehabilitated Kitten Kisa,3,Domestic Short Hair,#N/A,2,Black,Gray,Gray,2,1,2,2,2,1,1,0,Selangor,73e62dc6ef6e4fa4fff4a1b220f4de91,0,71cb2e2d0,3,1,5,scared
195,2,GARFIELD - The Sporo Cat,24,Domestic Short Hair,#N/A,1,Yellow,#N/A,#N/A,2,1,2,2,2,2,1,0,Kuala Lumpur,0cec15373bdcde27459ea1689d1c7cce,0,d61dd6a6b,2,4,10,content
196,1,Rambo,2,Black Mouth Cur,Mixed Breed,1,Black,Brown,Brown,2,1,2,1,2,1,1,0,Selangor,aa66486163b6cbc25ea62a34b11c9b91,0,0ecc1200a,4,2,6,sad
197,2,Tah Tah,3,Domestic Short Hair,#N/A,1,Cream,#N/A,#N/A,2,1,2,1,2,1,1,0,Kuala Lumpur,01f954cdf61526daf3fbeb8a074be742,1,d2dbe8b09,12,2,5,sad
198,2,Siti Sofia,1,Bobtail,#N/A,2,Black,Brown,Brown,1,1,2,2,2,1,1,0,Kuala Lumpur,a466ed9362b41a05c08e32355c6d67e0,0,059d8d91f,2,4,7,content
199,1,Titan,37,Dalmatian,Mixed Breed,1,Black,White,White,2,1,1,1,2,1,1,200,Selangor,b972f0de3df2300ea97b7f8436d6e90b,0,adbce8472,2,1,7,happy
200,2,TOMY,3,Domestic Short Hair,#N/A,1,Golden,#N/A,#N/A,2,1,1,1,2,1,1,0,Selangor,7b107e61f7d24a581e46e0abc4d2a7a7,1,deb7136ba,2,3,3.5,"scared,timid"
201,1,Bobby,48,Mixed Breed,#N/A,1,Brown,White,White,2,2,1,1,1,2,1,0,Kuala Lumpur,ee2747ce26468ec44c7194e7d1d9dad9,0,68936da8c,2,4,10,content
202,2,Alley,12,Domestic Short Hair,#N/A,1,Yellow,#N/A,#N/A,3,1,1,1,1,1,1,100,Selangor,001e42763024f9d4abe31e79472b1827,0,2d9dd14b1,4,2,10,content
203,2,Colleen McCollar,24,Domestic Short Hair,#N/A,2,Black,Brown,Brown,2,1,1,1,1,1,1,50,Selangor,5d5d013276d2aef011ada987dab00f82,0,09b3b9dfd,3,4,7,sad
204,1,Renny,1,Mixed Breed,#N/A,2,Black,Brown,Brown,2,1,3,3,2,1,1,0,Selangor,fa90fa5b1ee11c86938398b60abc32cb,0,7993a02ee,3,3,6,content
205,2,SUNDAY THE CAT,30,Domestic Short Hair,#N/A,1,Golden,#N/A,#N/A,3,1,1,1,1,1,1,0,Selangor,e5f791909629e34d5dcef44bbaf3da37,0,30eb1004f,2,3,6,content
206,2,Blackball,2,Domestic Short Hair,#N/A,1,Black,Gray,Gray,2,1,2,2,2,1,1,10,Selangor,8f5fb37f32a030ce8d4ed627356afdd3,0,03f65bdd3,5,1,9,playful
207,1,Sephryn,2,Mixed Breed,#N/A,2,Brown,#N/A,#N/A,2,2,2,2,2,1,1,0,Selangor,e194190fa50fdc969ef1e4d063ea7851,0,10836809d,5,2,6,playful
208,1,Booom Booom,2,Mixed Breed,#N/A,2,Black,White,White,2,2,1,1,2,1,1,0,Selangor,95481e953f8aed9ec3d16fc4509537e8,1,900b47573,3,3,4.5,"sad,scared"
209,2,Dio,2,Domestic Short Hair,#N/A,1,Brown,White,White,1,1,2,1,2,1,1,0,Johor,0e9d19f9046c000d494f2f7496ef6482,0,984efb177,5,3,5,scared
210,1,,3,Mixed Breed,#N/A,1,Brown,#N/A,#N/A,2,2,3,3,3,1,1,0,Perak,f1c38819ddf73d5bf498d09ec869385d,0,6ad1d75b2,4,1,8,content
211,2,Mishoo,1,Siamese,Silver,1,Black,White,White,1,1,2,2,3,1,1,0,Selangor,4ae03d5929455f19fb51629315ae2307,0,8d32f11b0,2,4,7,content
212,2,Kittens For Adoption,2,Domestic Short Hair,Domestic Medium Hair,3,Black,Brown,Brown,1,1,2,1,2,1,5,0,Selangor,18040c4e8dba340ae2a9eb2c6632a647,0,6138cd70d,14,2,7,timid
213,1,Pandora,36,Mixed Breed,#N/A,2,Brown,Yellow,Yellow,1,2,3,3,3,1,1,10,Negeri Sembilan,c992c6f97bb6cfb719fa9ccb3ef6e53b,0,e1cd176b5,5,4,8,happy
214,1,Madeleine,4,Mixed Breed,German Shepherd Dog,2,Black,Brown,Brown,3,1,2,1,2,1,1,0,Kuala Lumpur,13b3c0d8590208d6e60e7118bc3b98d1,0,6d43edbe9,20,3,5,scared
215,2,Miko And Milo,3,Tabby,#N/A,2,Black,Brown,Brown,1,2,2,1,2,1,2,50,Kuala Lumpur,6f35112524333a4a94604f3f44f560d5,0,d83f60849,3,2,8,playful
216,1,The Mighty Muffin Puppy Rangers,1,Mixed Breed,#N/A,3,Black,Brown,Brown,2,1,2,2,2,1,5,0,Selangor,5788b8639ed178795510a8cbe72ccc28,0,20cb13be9,12,2,3,happy
217,1,Missie,2,Black Labrador Retriever,Mixed Breed,2,Black,Brown,Brown,2,1,3,3,2,1,1,0,Selangor,fa90fa5b1ee11c86938398b60abc32cb,0,03c323fcf,3,3,7,scared
218,1,Harvey,9,Labrador Retriever,Weimaraner,1,Black,#N/A,#N/A,3,1,3,1,2,1,1,0,Johor,d581d43be85c983e9b95a2eaaf0d7a8d,0,558c419c0,5,2,6,playful
219,1,Shorty Breed Puppies-jack Russell Mix,2,Mixed Breed,#N/A,3,Brown,White,White,1,1,1,1,2,1,3,0,Selangor,07b1ad054b89aec4847067fde31bf1f2,0,3c155d21c,10,2,5,timid
220,1,Bearbear,3,Mixed Breed,#N/A,2,Brown,#N/A,#N/A,2,1,1,1,1,1,1,0,Kuala Lumpur,c00756f2bdd8fa88fc9f07a8309f7d5d,0,15be0f894,4,2,3,timid
221,2,Lucky,5,Domestic Medium Hair,#N/A,1,Black,White,White,2,2,3,3,1,1,1,0,Selangor,e1f88d7168eec2c2e0047fb837e5bf5a,0,d38ce48c2,5,4,4,scared
222,1,Jimmy,4,Mixed Breed,#N/A,1,Black,#N/A,#N/A,2,1,1,1,2,1,1,50,Selangor,a042471e0f43f2cf707104a1a138a7df,0,30319970f,5,3,6,content
223,2,Ozzy,84,Oriental Short Hair,#N/A,1,Gray,White,White,3,1,1,1,1,1,1,0,Kuala Lumpur,36bd779cd51ca8bb457f6fadd55f0d04,0,a1e153676,5,4,7,content
224,2,Snoopy,1,Domestic Short Hair,#N/A,1,Black,White,White,2,1,2,2,2,1,1,0,Kuala Lumpur,bc1f3c7db564d97f6c8822f24e97c435,0,fc32a88f1,5,2,3,timid
225,1,3 Pups (Toilet Trained),3,Mixed Breed,#N/A,2,Brown,Cream,Cream,2,2,1,1,2,1,1,0,Selangor,3b074cadd2350de62dca7056b9bab6f4,0,176516c7a,22,2,9,sad
226,2,Fluffy,24,Domestic Long Hair,Domestic Medium Hair,1,Black,Brown,Brown,3,3,3,1,2,1,1,50,Selangor,74dabecce4ddb0c4d08892255974496b,0,c76d9c5b9,4,1,8,content
227,2,Shin Wa,30,Domestic Short Hair,#N/A,2,Black,Gray,Gray,1,1,2,1,1,1,1,0,Kuala Lumpur,ee2747ce26468ec44c7194e7d1d9dad9,0,975d32d75,4,4,6.5,sad
228,2,Mimi,12,Domestic Long Hair,#N/A,2,Black,Brown,Brown,2,2,3,3,3,1,1,0,Selangor,0cd04d1c3c6a521db1517475575b0535,0,343962804,3,4,9,timid
229,2,No Name Yet,2,Domestic Medium Hair,#N/A,2,White,#N/A,#N/A,2,2,2,2,2,1,1,0,Selangor,1565d406c559212ca01bba319c615c1f,0,7cfb6fe9c,12,1,8,playful
230,2,Pets + Strays : Gold Grey NO Socks,4,Domestic Medium Hair,#N/A,2,Black,Golden,Golden,3,2,2,1,1,1,1,30,Kuala Lumpur,90569c3f7cb0af35cba5dac82c0ac9d7,0,bfa9377c9,2,3,7,sad
231,1,"Ting,Tang,Tong",1,Mixed Breed,Mixed Breed,2,Black,Brown,Brown,2,2,2,2,2,1,1,1,Kuala Lumpur,e0f213753425c03ce14319df98976779,0,42eac4984,3,1,6,content
232,1,Jamey,1,Mixed Breed,#N/A,1,Black,#N/A,#N/A,2,1,3,3,2,1,1,0,Selangor,fa90fa5b1ee11c86938398b60abc32cb,0,8d7eff0cc,2,3,6.5,"happy,timid"
233,2,Bingsu,2,Domestic Short Hair,#N/A,2,Brown,Golden,Golden,2,1,2,2,2,1,1,10,Selangor,8f5fb37f32a030ce8d4ed627356afdd3,0,f27974780,4,1,8,content
234,2,Okki,3,Domestic Short Hair,#N/A,1,Black,White,White,2,1,2,1,2,1,1,30,Selangor,74dabecce4ddb0c4d08892255974496b,0,852296968,6,1,8.5,playful
235,1,Samuel,2,Mixed Breed,#N/A,1,Black,Brown,Brown,2,2,1,2,2,1,1,40,Pulau Pinang,7f74401ff1a7ca18737bc527ccf23a45,0,1fd2f589f,3,4,7,happy
236,2,(no Name),1,American Shorthair,American Shorthair,3,Brown,Golden,Golden,1,1,2,2,2,1,2,0,Selangor,c3e3adb5ac7647479a8ff78c19102e48,0,cf8250644,1,1,6,sad
237,1,AB2,2,Mixed Breed,Mixed Breed,2,Brown,#N/A,#N/A,2,2,2,1,2,1,1,0,Selangor,b53c34474d9e24574bcec6a3d3306a0d,0,ca7075738,2,2,5,content
238,1,,1,Mixed Breed,#N/A,2,Black,Brown,Brown,2,1,2,2,2,1,1,0,Selangor,acb8fe0f20cbc683032b2d8c2a90bab3,0,7821d724c,4,2,7,playful
239,1,Puppy For Adoption!!,1,Mixed Breed,#N/A,3,Black,Brown,Brown,2,2,2,2,2,2,2,0,Perak,59189fa4a451de95768043a2e899937a,0,a0da2621e,6,4,7,sad
240,2,Bushy & Girlgirl,5,Domestic Short Hair,#N/A,3,Black,Yellow,Yellow,2,1,1,1,1,1,2,0,Selangor,e77b38ed134d5a302f5bdd9b162d3679,0,acd9e66f1,3,1,8,mean
241,2,3 Little Kitten,1,Domestic Short Hair,#N/A,3,Golden,Yellow,Yellow,1,1,1,1,2,1,3,0,Selangor,29d21c8d73c1c4f10395242553a61a7c,0,3338e5ec6,5,3,10,content
242,2,Peanut,1,Domestic Long Hair,Domestic Short Hair,1,Brown,Golden,Golden,3,1,2,2,2,1,1,0,Selangor,a9caef3f98e67bfac9093cca79e20b93,0,b9e27a268,4,3,8,playful
243,1,Spotty,3,Mixed Breed,#N/A,1,Black,Brown,Brown,2,1,2,1,2,1,1,50,Negeri Sembilan,5177fbba9abe23520baa9cfd6ed6a9bc,0,175f4a910,2,4,3,scared
244,1,Brinda & Daisy,1,Mixed Breed,Mixed Breed,2,Black,Brown,Brown,1,1,3,3,3,1,2,0,Selangor,a1d05d8b7a267cca9cfef3f885afa9a4,0,9bd70dc2b,5,1,5.666666667,playful
245,1,Patches,12,Mixed Breed,#N/A,2,White,#N/A,#N/A,2,1,3,1,3,1,1,0,Selangor,39e0becfe7fe8d4089b585a05148dfa7,0,abaf6c9ee,6,1,8,sad
246,2,Snowy Siamese,2,Siamese,Domestic Medium Hair,3,Brown,Cream,Cream,1,2,2,2,2,1,4,0,Kuala Lumpur,7481ae53e9c9e403bf7f64aaa7f8e20a,0,eb1f2f2f0,27,0,3,content
247,1,"Obama, Trumph, Clinton & Bush",2,Mixed Breed,#N/A,1,Black,Brown,Brown,2,2,2,2,2,1,4,0,Selangor,507af30fabc5c40d30ec7643e982e013,0,615afad71,5,4,2,sad
248,1,Chewy,5,Beagle,#N/A,1,Black,Brown,Brown,2,1,1,1,2,1,1,0,Pulau Pinang,c686a877fa5615b680195e885f5a91d4,0,5f20dde82,5,1,7,"content,sad"
249,1,Wolfie,2,Mixed Breed,#N/A,1,Brown,#N/A,#N/A,2,1,2,1,2,1,1,0,Selangor,344fd677a06b8ac6b0225f3afad57ade,0,ca4224e0b,3,1,7,sad
250,2,Sunbeam,3,Domestic Short Hair,Domestic Medium Hair,1,Golden,Yellow,Yellow,2,1,2,2,2,1,1,0,Selangor,5aca30a29e8290093fee2a334d65d835,0,b1dd64fa6,5,3,7,sad
251,2,Kiki,1,Domestic Short Hair,#N/A,1,Yellow,White,White,1,1,2,1,2,1,1,0,Selangor,2fd71579abb6b187630197e7d5b3f1db,0,920cfaad3,3,2,10,timid
252,2,Blur Blur,2,Domestic Long Hair,#N/A,1,Brown,Golden,Golden,2,2,2,1,2,1,1,0,Selangor,4cca4940ac5f1b0186b439d9d483acda,0,7942b62ef,2,2,9,playful
253,2,Bam Bam,2,Domestic Short Hair,Tabby,1,Black,White,White,2,1,1,1,2,1,1,100,Kuala Lumpur,d978ec1c79a46f4dab72c46803f6c047,0,d40e98a9b,4,3,7,happy
254,2,Fantastic Four,1,Domestic Medium Hair,Turkish Van,3,Yellow,Gray,Gray,2,3,3,3,3,1,4,0,Negeri Sembilan,03f56e2d32e13142253ce95a98889ae5,0,bdbe7091f,6,1,5,playful
255,2,Blueberry,1,Domestic Long Hair,Tabby,2,Black,White,White,3,3,2,2,2,1,1,0,Selangor,35ca0af7f781e96744e8371c35b07944,0,ad002785c,9,3,7,scared
256,1,LUCKY & STAR,3,Mixed Breed,Mixed Breed,1,Black,Yellow,Yellow,1,2,1,3,3,1,2,0,Selangor,3aa36ea368204d64133fedcf9fecf4c0,0,3f834da3b,4,1,8,happy
257,1,Sport,96,Miniature Pinscher,#N/A,1,Brown,#N/A,#N/A,1,1,1,3,2,1,1,100,Selangor,41f82c4a4cdd015401eaf3985d6e4230,0,143d10038,2,2,5,sad
258,1,Jaeger,3,Belgian Shepherd Malinois,Mixed Breed,1,Black,Brown,Brown,2,1,3,3,2,1,1,0,Selangor,fa90fa5b1ee11c86938398b60abc32cb,0,0ede86b28,3,2,3,happy
259,2,Snowy,14,Domestic Short Hair,#N/A,2,Brown,White,White,2,1,1,1,1,1,1,0,Selangor,91bc4845f2e112656460edecbccc52e3,0,03e429963,3,4,7,content
260,2,Adik Dan Kakak,2,Domestic Short Hair,#N/A,3,Brown,Yellow,Yellow,1,1,2,1,2,1,2,0,Selangor,d835d7d98b94ec261d6d889a39eaed73,0,15a06cb97,5,2,8,mean
261,2,Tom & Lil Jerry,2,Domestic Short Hair,#N/A,1,Black,White,White,2,2,1,1,2,1,2,0,Pahang,5b1fa64f23edddd9e4987e2444cf6c9e,0,533c528ec,9,2,7,scared
262,1,Rufio,18,Corgi,Mixed Breed,1,Cream,#N/A,#N/A,2,2,1,1,1,1,1,200,Selangor,2864803699884df90ac135583b02ec70,0,07877aea7,2,2,3,sad
